TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOK;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;SUHU_MIN;SUHU_MAX;KELEMBABAN;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE
23/11/24;28;3;0;126;0.63;3.61;65.0;162;2455;59;920;147.7;2298.6;-6.0;-14;-156;1698;95;1710.0;96;12;1;1.446;1.344;-0.102;405;451;24;26;50;19974;20100;10
24/11/24;29;3;0;129;0.64;3.74;67.0;168;2635;61;981;152.7;2451.4;-6.0;-15;-184;1794;96;1806.0;96;12;0;1.47;1.357;-0.113;406;456;24;26;50;19971;20100;10
25/11/24;30;0;0;129;0.64;3.87;69.0;173;2818;63;1044;157.7;2609.1;-6.0;-15;-209;1891;97;1912.0;106;21;9;1.491;1.365;-0.126;407;464;24;26;50;19971;20100;10
26/11/24;31;0;0;129;0.64;4.0;71.0;178;3004;65;1109;162.7;2771.8;-6.0;-15;-232;1989;98;2011.0;99;22;1;1.511;1.378;-0.133;408;468;24;26;50;19971;20100;10
27/11/24;32;0;0;129;0.64;4.13;73.0;183;3201;68;1177;170.2;2942.1;-5.0;-13;-259;2087;99;2118.0;107;31;8;1.534;1.389;-0.145;408;473;24;26;50;19971;20100;10
28/11/24;33;0;0;129;0.64;4.26;75.0;188;3403;65;1242;162.7;3104.8;-10.0;-25;-298;2187;100;2201.0;83;14;-17;1.556;1.411;-0.145;408;470;24;26;50;19971;20100;10
29/11/24;34;0;0;129;0.64;4.39;77.0;192;3504;70;1312;175.3;3280.1;-7.0;-17;-224;2289;101;2310.0;109;21;8;1.578;1.42;-0.158;407;475;24;26;50;19971;20100;10
30/11/24;35;0;0;129;0.64;4.52;79.0;199;3601;72;1384;180.3;3460.3;-7.0;-19;-141;2390;101;2400.0;90;10;-11;1.6;1.442;-0.158;407;473;24;26;50;19971;20100;10
15/12/24;1;15;0;15;0.075;0.1;7.0;18;18;7;7;17.5;17.5;0.0;0;0;56;14;54.0;21;-2;7;0.321;0.324;0.003;0;0;30;32;65;19985;20000;11
16/12/24;2;13;0;28;0.14;0.23;9.0;22;40;8;15;20.0;37.5;-1.0;-2;-2;73;17;69.0;15;-4;-2;0.549;0.544;-0.005;0;0;30;32;65;19972;20000;11
17/12/24;3;14;0;42;0.21;0.36;10.0;26;66;10;25;25.1;62.6;0.0;-1;-3;94;20;90.0;21;-4;1;0.711;0.695;-0.016;0;0;30;32;65;19958;20000;11
18/12/24;4;15;0;57;0.285;0.49;12.0;30;96;10;35;25.1;87.7;-2.0;-5;-8;117;24;110.0;20;-7;-4;0.826;0.797;-0.029;0;0;30;32;65;19943;20000;11
19/12/24;5;15;0;72;0.36;0.62;14.0;34;131;12;47;30.1;117.8;-2.0;-4;-13;144;27;135.0;25;-9;-2;0.914;0.872;-0.042;0;0;30;32;65;19928;20000;11
20/12/24;6;10;0;82;0.41;0.75;15.0;38;170;14;61;35.1;152.9;-1.0;-3;-17;174;30;166.0;31;-8;1;0.979;0.921;-0.058;0;0;30;32;65;19918;20000;11
21/12/24;7;0;0;82;0.41;0.68;17.0;43;210;16;77;40.2;193.1;-1.0;-3;-17;205;33;201.0;35;-4;2;1.029;0.961;-0.068;270;298;30;32;65;19918;20000;11
22/12/24;8;1;0;83;0.415;1.01;18.0;45;260;18;95;45.2;238.3;0.0;0;-22;244;37;237.0;36;-7;-1;1.068;1.005;-0.063;268;293;28;30;60;19917;20000;11
23/12/24;9;0;0;83;0.415;1.14;21.0;53;312;20;115;50.2;288.5;-1.0;-3;-24;285;41;278.0;41;-7;0;1.099;1.038;-0.061;274;296;28;30;60;19917;20000;11
24/12/24;10;3;0;86;0.43;1.27;22.0;56;372;22;137;55.2;343.7;0.0;-1;-28;330;45;323.0;45;-7;0;1.129;1.064;-0.065;281;302;28;30;60;19914;20000;11
25/12/24;11;2;0;88;0.44;1.4;25.0;63;435;24;161;60.3;404.0;-1.0;-3;-31;380;49;373.0;50;-7;1;1.149;1.083;-0.066;289;312;28;30;60;19912;20000;11
26/12/24;12;4;0;92;0.46;1.53;27.0;68;506;25;186;62.8;466.8;-2.0;-5;-39;434;54;415.0;42;-19;-12;1.169;1.125;-0.044;297;306;28;30;60;19908;20000;11
27/12/24;13;4;0;96;0.48;1.68;29.0;73;584;27;213;67.8;534.6;-2.0;-5;-49;492;56;454.0;39;-38;-17;1.186;1.177;-0.009;305;295;28;30;60;19904;20000;11
28/12/24;14;5;0;101;0.505;1.79;31.0;78;668;30;243;75.4;610.0;-1.0;-3;-58;553;61;515.0;61;-38;0;1.208;1.184;-0.024;313;309;28;30;60;19899;20000;11
29/12/24;15;3;0;104;0.52;1.92;33.0;84;752;32;275;80.4;690.4;-1.0;-4;-62;618;65;577.0;62;-41;-3;1.219;1.197;-0.022;320;320;26;28;55;19896;20000;11
30/12/24;16;5;0;109;0.545;2.06;36.0;90;841;34;309;85.5;775.8;-2.0;-5;-65;685;68;642.0;65;-43;-3;1.229;1.208;-0.021;327;330;26;28;55;19891;20000;11
31/12/24;17;7;0;116;0.58;2.18;38.0;96;936;38;347;95.6;871.4;0.0;0;-65;756;71;714.0;72;-42;1;1.239;1.22;-0.019;334;342;26;28;55;19884;20000;11
01/01/25;18;17;0;133;0.665;2.31;41.0;102;1036;40;387;100.7;972.1;-1.0;-1;-64;830;74;781.0;67;-49;-7;1.249;1.245;-0.004;343;346;26;28;55;19867;20000;11
02/01/25;19;38;0;171;0.855;2.44;42.0;106;1142;40;427;100.9;1072.9;-2.0;-5;-69;908;77;847.0;66;-61;-11;1.259;1.267;0.008;378;349;26;28;55;19829;20000;11
03/01/25;20;56;0;227;1.135;2.57;45.0;114;1256;38;465;96.1;1169.0;-7.0;-18;-87;967;80;906.0;59;-61;-21;1.272;1.29;0.018;383;347;26;28;55;19773;20000;11
04/01/25;21;45;0;272;1.36;2.7;47.0;120;1382;38;503;96.3;1265.3;-9.0;-24;-117;1069;82;973.0;67;-96;-15;1.294;1.3;0.006;387;351;26;28;55;19728;20000;11
05/01/25;22;16;0;288;1.44;2.83;50.0;126;1517;40;543;101.5;1366.8;-10.0;-25;-150;1153;84;1054.0;81;-99;-3;1.137;1.297;0.16;391;364;24;26;50;19712;20000;11
06/01/25;23;18;0;306;1.53;2.96;52.0;132;1656;44;587;111.7;1478.5;-8.0;-20;-177;1239;86;1123.0;69;-116;-17;1.337;1.317;-0.02;394;365;24;26;50;19694;20000;11
07/01/25;24;26;0;332;1.66;3.09;54.0;138;1803;46;633;116.9;1595.4;-8.0;-21;-208;1327;88;1207.0;84;-120;-4;1.36;1.322;-0.038;397;374;24;26;50;19668;20000;11
08/01/25;25;20;0;352;1.76;3.22;57.0;144;1958;46;679;117.1;1712.5;-11.0;-27;-245;1418;90;1298.0;91;-120;1;1.382;1.319;-0.063;400;387;24;26;50;19648;20000;11
09/01/25;26;18;0;370;1.85;3.35;59.0;150;2120;48;727;122.3;1834.8;-11.0;-28;-285;1510;92;1397.0;99;-113;7;1.405;1.313;-0.092;402;402;24;26;50;19630;20000;11
10/01/25;27;19;0;389;1.945;3.4;61.0;156;2285;50;777;127.5;1962.2;-11.0;-29;-323;1604;94;1489.0;92;-115;-2;1.426;1.318;-0.108;404;410;24;26;50;19611;20000;11
11/01/25;28;13;0;402;2.01;3.61;63.0;162;2455;52;829;132.7;2094.9;-11.0;-29;-360;1698;95;1584.0;95;-114;0;1.446;1.323;-0.123;405;419;24;26;50;19598;20000;11
12/01/25;29;13;0;415;2.075;3.74;66.0;168;2635;56;885;143.0;2237.9;-10.0;-25;-397;1794;96;1680.0;96;-114;0;1.47;1.332;-0.138;406;426;24;26;50;19585;20000;11
13/01/25;30;11;0;426;2.13;3.87;68.0;173;2818;59;944;150.7;2388.6;-9.0;-22;-429;1891;97;1750.0;70;-141;-27;1.491;1.365;-0.126;407;418;24;26;50;19574;20000;11
14/01/25;31;0;0;426;2.13;4.0;70.0;178;3004;61;1005;155.8;2544.4;-9.0;-22;-460;1989;98;1830.0;80;-159;-18;1.511;1.39;-0.121;408;416;24;26;50;19574;20000;11
15/01/25;32;0;0;426;2.13;4.13;72.0;183;3201;63;1068;160.9;2705.3;-9.0;-22;-496;2087;99;1943.0;113;-144;14;1.534;1.392;-0.142;408;427;24;26;50;19574;20000;11
16/01/25;33;0;0;426;2.13;4.26;74.0;188;3403;65;1133;166.0;2871.4;-9.0;-22;-532;2187;100;2012.0;69;-175;-31;1.556;1.427;-0.129;408;418;24;26;50;19574;20000;11
17/01/25;34;0;0;426;2.13;4.39;75.0;192;3504;68;1201;173.7;3045.1;-7.0;-18;-459;2289;101;2093.0;81;-196;-20;1.578;1.455;-0.123;407;414;24;26;50;19574;20000;11
18/01/25;35;0;0;426;2.13;4.52;78.0;199;3601;65;1266;166.0;3211.1;-13.0;-33;-390;2390;101;2189.0;96;-201;-5;1.6;1.467;-0.133;407;417;24;26;50;19574;20000;11
27/03/25;1;46;0;46;0.23;0.1;7.0;18;18;8;8;20.0;20.0;1.0;2;2;56;14;67.0;26;11;12;0.321;0.28;-0.041;0;0;30;32;65;19954;20000;12
28/03/25;2;34;0;80;0.4;0.23;9.0;22;40;9;17;22.6;42.6;0.0;1;3;73;17;85.0;18;12;1;0.549;0.475;-0.074;0;0;30;32;65;19920;20000;12
29/03/25;3;34;0;114;0.57;0.36;10.0;26;66;9;26;22.6;65.2;-1.0;-3;-1;94;20;103.0;18;9;-2;0.711;0.6;-0.111;0;0;30;32;65;19886;20000;12
30/03/25;4;15;0;129;0.645;0.49;12.0;30;96;10;36;25.2;90.4;-2.0;-5;-6;117;24;131.0;28;14;4;0.826;0.706;-0.12;0;0;30;32;65;19871;20000;12
31/03/25;5;11;0;140;0.7;0.62;14.0;34;131;11;47;27.7;118.1;-3.0;-6;-13;144;27;158.0;27;14;0;0.914;0.782;-0.132;0;0;30;32;65;19860;20000;12
01/04/25;6;14;0;154;0.77;0.75;15.0;38;170;14;61;35.3;153.3;-1.0;-3;-17;174;30;188.0;30;14;0;0.979;0.889;-0.09;0;0;30;32;65;19846;20000;12
02/04/25;7;14;0;168;0.84;0.68;17.0;43;210;15;76;37.8;191.2;-2.0;-5;-19;205;33;222.0;34;17;1;1.029;0.938;-0.091;270;306;30;32;65;19832;20000;12
03/04/25;8;11;0;179;0.895;1.01;18.0;45;260;18;94;45.4;236.6;0.0;0;-23;244;37;260.0;38;16;1;1.068;0.994;-0.074;268;302;28;30;60;19821;20000;12
04/04/25;9;13;0;192;0.96;1.14;21.0;53;312;21;115;53.0;289.6;0.0;0;-22;285;41;300.0;40;15;-1;1.099;1.027;-0.072;274;300;28;30;60;19808;20000;12
05/04/25;10;4;0;196;0.98;1.27;22.0;56;372;22;137;55.5;345.1;0.0;0;-27;330;45;345.0;45;15;0;1.129;1.051;-0.078;281;303;28;30;60;19804;20000;12
06/04/25;11;10;0;206;1.03;1.4;25.0;63;435;25;162;63.2;408.3;0.0;0;-27;380;49;394.0;49;14;0;1.149;1.077;-0.072;289;309;28;30;60;19794;20000;12
07/04/25;12;8;0;214;1.07;1.53;27.0;68;506;28;190;70.8;479.0;1.0;3;-27;434;54;444.0;50;10;-4;1.169;1.097;-0.072;297;313;28;30;60;19786;20000;12
08/04/25;13;14;0;228;1.14;1.68;29.0;73;584;30;220;75.9;554.9;1.0;3;-29;492;56;497.0;53;5;-3;1.186;1.114;-0.072;305;319;28;30;60;19772;20000;12
09/04/25;14;2;0;230;1.15;1.79;31.0;78;668;32;252;80.9;635.8;1.0;3;-32;553;61;561.0;64;8;3;1.208;1.147;-0.061;313;328;28;30;60;19770;20000;12
10/04/25;15;5;0;235;1.175;1.92;33.0;84;752;34;286;86.0;721.8;1.0;2;-30;618;65;626.0;65;8;0;1.219;1.156;-0.063;320;338;26;28;55;19765;20000;12
11/04/25;16;9;0;244;1.22;2.06;36.0;90;841;36;322;91.1;812.9;0.0;1;-28;685;68;685.0;59;0;-9;1.229;1.156;-0.073;327;344;26;28;55;19756;20000;12
12/04/25;17;8;0;252;1.26;2.18;38.0;96;936;38;360;96.2;909.2;0.0;0;-27;756;71;754.0;69;-2;-2;1.239;1.173;-0.066;334;353;26;28;55;19748;20000;12
13/04/25;18;10;0;262;1.31;2.31;40.0;102;1036;40;400;101.3;1010.5;0.0;-1;-25;830;74;826.0;72;-4;-2;1.249;1.193;-0.056;343;363;26;28;55;19738;20000;12
14/04/25;19;6;0;268;1.34;2.44;42.0;106;1142;42;442;106.4;1116.9;0.0;0;-25;908;77;899.0;73;-9;-4;1.259;1.205;-0.054;378;371;26;28;55;19732;20000;12
15/04/25;20;10;0;278;1.39;2.57;45.0;114;1256;45;487;114.1;1231.0;0.0;0;-25;967;80;972.0;73;5;-7;1.272;1.219;-0.053;383;377;26;28;55;19722;20000;12
16/04/25;21;3;0;281;1.405;2.7;47.0;120;1382;47;534;119.2;1350.2;0.0;-1;-32;1069;82;1049.0;77;-20;-5;1.294;1.249;-0.045;387;381;26;28;55;19719;20000;12
17/04/25;22;7;0;288;1.44;2.83;50.0;126;1517;51;585;129.4;1479.5;1.0;3;-37;1153;84;1131.0;82;-22;-2;1.137;1.277;0.14;391;446;24;26;50;19712;20000;12
18/04/25;23;10;0;298;1.49;2.96;52.0;132;1656;54;639;137.0;1616.6;2.0;5;-39;1239;86;1213.0;82;-26;-4;1.337;1.284;-0.053;394;389;24;26;50;19702;20000;12
19/04/25;24;9;0;307;1.535;3.09;54.0;138;1803;57;696;144.7;1761.3;3.0;7;-42;1327;88;1299.0;86;-28;-2;1.36;1.303;-0.057;397;392;24;26;50;19693;20000;12
20/04/25;25;11;0;318;1.59;3.22;57.0;144;1958;58;754;147.3;1908.6;1.0;3;-49;1418;90;1389.0;90;-29;0;1.382;1.326;-0.056;400;396;24;26;50;19682;20000;12
21/04/25;26;14;0;332;1.66;3.35;59.0;150;2120;59;813;150.0;2058.6;0.0;0;-61;1510;92;1480.0;91;-30;-1;1.405;1.353;-0.052;402;398;24;26;50;19668;20000;12
22/04/25;27;7;0;339;1.695;3.4;61.0;156;2285;58;871;147.5;2206.1;-3.0;-8;-79;1604;94;1574.0;94;-30;0;1.426;1.37;-0.056;404;402;24;26;50;19661;20000;12
23/04/25;28;7;0;346;1.73;3.61;64.0;162;2455;58;929;147.6;2353.7;-6.0;-14;-101;1698;95;1672.0;98;-26;3;1.446;1.377;-0.069;405;406;24;26;50;19654;20000;12
24/04/25;29;0;0;346;1.73;3.74;66.0;168;2635;60;989;152.6;2506.3;-6.0;-15;-129;1794;96;1795.0;100;1;4;1.47;1.387;-0.083;406;414;24;26;50;19654;20000;12
25/04/25;30;0;0;346;1.73;3.87;68.0;173;2818;61;1050;155.2;2661.5;-7.0;-18;-156;1891;97;1895.0;100;4;3;1.491;1.402;-0.089;407;416;24;26;50;19654;20000;12
26/04/25;31;0;0;346;1.73;4.0;70.0;178;3004;63;1113;160.3;2821.8;-7.0;-18;-182;1989;98;1997.0;102;8;4;1.511;1.403;-0.108;408;419;24;26;50;19654;20000;12
27/04/25;32;0;0;346;1.73;4.13;72.0;183;3201;65;1178;165.4;2987.1;-7.0;-18;-214;2087;99;2090.0;93;3;-6;1.534;1.34;-0.194;408;418;24;26;50;19654;20000;12
28/04/25;33;0;0;346;1.73;4.26;74.0;188;3403;66;1244;167.9;3155.1;-8.0;-20;-248;2187;100;2195.0;105;8;5;1.556;1.353;-0.203;408;420;24;26;50;19654;20000;12
29/04/25;34;0;0;346;1.73;4.39;75.0;192;3504;67;1311;170.4;3325.5;-8.0;-22;-178;2289;101;2287.0;92;-2;-9;1.578;1.454;-0.124;407;419;24;26;50;19654;20000;12
30/04/25;35;0;0;346;1.73;4.52;78.0;199;3601;70;1381;178.1;3503.6;-8.0;-21;-97;2390;101;2407.0;120;17;19;1.6;1.456;-0.144;407;422;24;26;50;19654;20000;12
27/05/25;1;52;0;52;0.25;0.1;8.0;18;18;8;8;19.0;19.0;0.0;1;1;56;14;62.0;21;6;7;0.321;0.307;-0.014;0;0;30;32;65;20948;21000;13
28/05/25;2;10;0;62;0.3;0.23;9.0;22;40;10;18;23.9;42.9;1.0;2;3;73;17;82.0;20;9;3;0.549;0.524;-0.025;0;0;30;32;65;20938;21000;13
29/05/25;3;16;0;78;0.37;0.36;11.0;26;66;10;28;23.9;66.8;-1.0;-2;1;94;20;103.0;21;9;1;0.711;0.649;-0.062;0;0;30;32;65;20922;21000;13
30/05/25;4;11;0;89;0.42;0.49;13.0;30;96;11;39;26.3;93.1;-2.0;-4;-3;117;24;126.0;23;9;-1;0.826;0.739;-0.087;0;0;30;32;65;20911;21000;13
31/05/25;5;10;0;99;0.47;0.62;14.0;34;131;11;50;26.3;119.4;-3.0;-8;-12;144;27;154.0;28;10;1;0.914;0.776;-0.138;0;0;30;32;65;20901;21000;13
01/06/25;6;12;0;111;0.53;0.75;16.0;38;170;12;62;28.7;148.2;-4.0;-9;-22;174;30;182.0;28;8;-2;0.979;0.814;-0.165;0;0;30;32;65;20889;21000;13
02/06/25;7;7;0;118;0.56;0.68;18.0;43;210;14;76;33.5;181.7;-4.0;-9;-28;205;33;215.0;33;10;0;1.029;0.845;-0.184;270;297;30;32;65;20882;21000;13
03/06/25;8;3;0;121;0.58;1.01;19.0;45;260;18;94;43.1;224.8;-1.0;-2;-35;244;37;254.0;39;10;2;1.068;0.885;-0.183;268;295;28;30;60;20879;21000;13
04/06/25;9;6;0;127;0.6;1.14;22.0;53;312;23;117;55.1;279.9;1.0;2;-32;285;41;296.0;42;11;1;1.099;0.946;-0.153;274;297;28;30;60;20873;21000;13
05/06/25;10;6;0;133;0.63;1.27;23.0;56;372;25;142;59.9;339.8;2.0;4;-32;330;45;343.0;47;13;2;1.129;0.991;-0.138;281;302;28;30;60;20867;21000;13
06/06/25;11;5;0;138;0.66;1.4;26.0;63;435;26;168;62.3;402.1;0.0;-1;-33;380;49;390.0;47;10;-2;1.149;1.031;-0.118;289;306;28;30;60;20862;21000;13
07/06/25;12;16;0;154;0.73;1.53;28.0;68;506;26;194;62.4;464.5;-2.0;-6;-41;434;54;438.0;48;4;-6;1.169;1.06;-0.109;297;310;28;30;60;20846;21000;13
08/06/25;13;6;0;160;0.76;1.68;30.0;73;584;30;224;72.0;536.4;0.0;-1;-48;492;56;494.0;56;2;0;1.186;1.086;-0.1;305;318;28;30;60;20840;21000;13
09/06/25;14;4;0;164;0.78;1.79;33.0;78;668;32;256;76.8;613.2;-1.0;-1;-55;553;61;555.0;61;2;0;1.208;1.105;-0.103;313;325;28;30;60;20836;21000;13
10/06/25;15;5;0;169;0.8;1.92;35.0;84;752;36;292;86.4;699.6;1.0;2;-52;618;65;621.0;66;3;1;1.219;1.127;-0.092;320;337;26;28;55;20831;21000;13
11/06/25;16;9;0;178;0.85;2.06;37.0;90;841;38;330;91.2;790.9;1.0;1;-50;685;68;691.0;70;6;2;1.229;1.145;-0.084;327;348;26;28;55;20822;21000;13
12/06/25;17;12;0;190;0.9;2.18;40.0;96;936;40;370;96.1;887.0;0.0;0;-49;756;71;761.0;70;5;-1;1.239;1.166;-0.073;334;358;26;28;55;20810;21000;13
13/06/25;18;8;0;198;0.94;2.31;42.0;102;1036;42;412;101.0;988.0;0.0;-1;-48;830;74;835.0;74;5;0;1.249;1.183;-0.066;343;368;26;28;55;20802;21000;13
14/06/25;19;4;0;202;0.96;2.44;44.0;106;1142;45;457;108.2;1096.1;1.0;2;-46;908;77;910.0;75;2;-2;1.259;1.205;-0.054;378;377;26;28;55;20798;21000;13
15/06/25;20;11;0;213;1.01;2.57;47.0;114;1256;48;505;115.5;1211.6;1.0;1;-44;967;80;989.0;79;22;-1;1.272;1.225;-0.047;383;385;26;28;55;20787;21000;13
16/06/25;21;6;0;219;1.04;2.7;50.0;120;1382;51;556;122.7;1334.3;1.0;3;-48;1069;82;1075.0;86;6;4;1.294;1.241;-0.053;387;391;26;28;55;20781;21000;13
17/06/25;22;10;0;229;1.09;2.83;52.0;126;1517;53;609;127.6;1461.9;1.0;2;-55;1153;84;1156.0;81;3;-3;1.137;1.265;0.128;391;457;24;26;50;20771;21000;13
18/06/25;23;4;0;233;1.11;2.96;55.0;132;1656;57;666;137.2;1599.1;2.0;5;-57;1239;86;1249.0;93;10;7;1.337;1.28;-0.057;394;401;24;26;50;20767;21000;13
19/06/25;24;7;0;240;1.14;3.09;57.0;138;1803;59;725;142.1;1741.2;2.0;4;-62;1327;88;1337.0;88;10;0;1.36;1.302;-0.058;397;405;24;26;50;20760;21000;13
20/06/25;25;13;0;253;1.2;3.22;60.0;144;1958;62;787;149.4;1890.6;2.0;5;-67;1418;90;1424.0;87;6;-3;1.382;1.328;-0.054;400;407;24;26;50;20747;21000;13
21/06/25;26;5;0;258;1.23;3.35;62.0;150;2120;61;848;147.0;2037.7;-1.0;-3;-82;1510;92;1520.0;96;10;4;1.405;1.341;-0.064;402;411;24;26;50;20742;21000;13
22/06/25;27;13;0;271;1.29;3.4;65.0;156;2285;58;906;139.9;2177.6;-7.0;-16;-107;1604;94;1615.0;95;11;1;1.426;1.348;-0.078;404;414;24;26;50;20729;21000;13
23/06/25;28;11;0;282;1.34;3.61;67.0;162;2455;63;969;152.0;2329.6;-4.0;-10;-125;1698;95;1705.0;90;7;-5;1.446;1.366;-0.08;405;415;24;26;50;20718;21000;13
24/06/25;29;13;0;295;1.4;3.74;70.0;168;2635;65;1034;157.0;2486.6;-5.0;-11;-148;1794;96;1808.0;103;14;7;1.47;1.375;-0.095;406;418;24;26;50;20705;21000;13
25/06/25;30;13;0;308;1.47;3.87;72.0;173;2818;67;1101;161.9;2648.5;-5.0;-11;-169;1891;97;1904.0;96;13;-1;1.491;1.391;-0.1;407;419;24;26;50;20692;21000;13
26/06/25;31;0;0;308;1.47;4.0;74.0;178;3004;69;1170;166.7;2815.2;-5.0;-11;-189;1989;98;2010.0;106;21;8;1.511;1.401;-0.11;408;423;24;26;50;20692;21000;13
27/06/25;32;0;0;308;1.47;4.13;76.0;183;3201;71;1241;171.6;2986.8;-5.0;-11;-214;2087;99;2088.0;78;1;-21;1.534;1.43;-0.104;408;419;24;26;50;20692;21000;13
28/06/25;33;0;0;308;1.47;4.26;78.0;188;3403;72;1313;174.0;3160.8;-6.0;-14;-242;2187;100;2193.0;105;6;5;1.556;1.441;-0.115;408;421;24;26;50;20692;21000;13
29/06/25;34;0;0;308;1.47;4.39;79.0;192;3504;74;1387;178.8;3339.6;-5.0;-13;-164;2289;101;2294.0;101;5;0;1.578;1.456;-0.122;407;421;24;26;50;20692;21000;13
30/06/25;35;0;0;308;1.47;4.52;82.0;199;3601;76;1463;183.6;3523.2;-6.0;-15;-78;2390;101;2401.0;107;11;6;1.6;1.467;-0.133;407;422;24;26;50;20692;21000;13
