AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOK;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_std_3;DG_ACT_rolling_std_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;SUHU_MAX_rolling_std_3;SUHU_MAX_rolling_std_7;SUHU_MAX_rolling_std_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;SUHU_MAX_momentum_1;SUHU_MAX_acceleration;SUHU_MAX_volatility_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
6;12;98;0.75;-6.0;-57;19;-38;-11;0.979;0.831;-0.148;0;19902;4;0.318;19.0;12.0;18.0;11.0;12.0;17.0;21.0;21.0;21.0;-11.0;-10.0;-11.0;0.0;0.0;-8.0;-12.0;-2.0;8.0;8.0;1.443;3.497;3.497;4.041;3.869;3.869;12.0;0.0;0.0;0.0;11.667;0.577;11.0;12.0;16.333;5.715;11.0;25.0;16.333;5.715;11.0;25.0;11.504;28.039;28.039;2.646;-10.0;-9.0;5.099;0.0;-9.0;5.099;0.0;-10.333;-12.0;-8.0;-4.833;7.387;-12.0;8.0;-4.833;-12.0;1.189;0.0;-2.5;2.55;1.25;0.0;-7.0;6.506;3.5;0.0;0.0;0.0;1.0;2.0;3.055;0.0;1.0;0.577;-4.0;-3.0;2.517;-2.5;1.294
7;11;109;0.68;-3.0;-62;25;-44;-8;1.029;0.921;-0.108;270;19891;4;0.318;19.0;19.0;12.0;12.0;11.0;12.0;21.0;21.0;21.0;-15.0;-11.0;-10.0;0.0;0.0;-11.0;-8.0;-12.0;8.0;8.0;7.275;6.972;6.972;3.464;4.608;4.608;12.0;0.0;0.0;0.0;11.333;0.577;11.0;12.0;15.571;5.593;11.0;25.0;15.571;5.593;11.0;25.0;11.504;30.558;30.558;3.512;-8.0;-8.857;4.67;0.0;-8.857;4.67;0.0;-9.0;-11.0;-8.0;-5.286;6.849;-12.0;8.0;-5.286;-12.0;1.408;12.6;12.6;6.671;6.3;6.0;6.0;3.786;3.0;0.0;0.0;0.0;-1.0;-2.0;1.155;-0.0;-1.0;0.577;7.0;11.0;5.686;1.5;1.203
8;12;121;1.01;-3.0;-74;26;-57;-11;1.068;0.995;-0.073;268;19879;4;0.318;25.0;19.0;19.0;11.0;12.0;11.0;21.0;21.0;21.0;-8.0;-15.0;-11.0;0.0;0.0;-8.0;-11.0;-8.0;8.0;8.0;8.093;9.076;8.714;3.786;5.336;5.064;12.0;1.155;0.756;0.707;11.667;0.577;11.0;12.0;14.286;5.155;11.0;25.0;15.125;5.33;11.0;25.0;11.504;26.286;33.334;4.359;-7.0;-9.857;2.854;-7.0;-8.625;4.373;0.0;-10.0;-11.0;-8.0;-8.0;3.786;-12.0;-2.0;-6.0;-12.0;1.45;2.5;-10.1;6.671;7.55;1.0;-5.0;3.215;3.5;-2.0;-2.0;1.155;1.0;2.0;1.155;0.0;1.0;0.577;1.0;-6.0;5.508;4.0;1.086
9;7;128;1.14;-4.0;-83;33;-65;-8;1.099;1.041;-0.058;274;19872;4;0.318;26.0;25.0;19.0;12.0;11.0;12.0;25.0;21.0;21.0;-7.0;-8.0;-15.0;-7.0;0.0;-11.0;-8.0;-11.0;-4.0;8.0;3.873;10.446;10.444;4.359;6.824;6.591;12.0;1.155;0.976;0.882;10.0;2.646;7.0;12.0;11.714;2.928;7.0;17.0;14.222;5.674;7.0;25.0;9.609;23.954;35.454;1.528;-7.0;-10.286;2.563;-7.0;-8.778;4.116;0.0;-9.0;-11.0;-8.0;-8.571;3.359;-12.0;-2.0;-6.222;-12.0;1.297;5.1;2.6;5.244;3.8;7.0;6.0;3.215;4.0;0.0;2.0;1.155;-5.0;-6.0;3.055;-2.0;-5.0;2.646;-3.0;-4.0;5.033;-1.0;1.005
10;8;136;1.27;-6.0;-103;37;-73;-8;1.129;1.048;-0.081;281;19864;4;0.318;33.0;26.0;25.0;7.0;12.0;11.0;17.0;21.0;21.0;-10.0;-7.0;-8.0;-11.0;0.0;-8.0;-11.0;-8.0;-2.0;8.0;2.55;9.535;10.917;5.568;8.638;8.058;12.0;0.0;1.069;0.966;9.0;2.646;7.0;12.0;10.429;2.07;7.0;12.0;13.6;5.7;7.0;25.0;7.506;22.456;37.393;4.583;-7.0;-11.0;3.367;-7.0;-9.5;4.503;0.0;-9.0;-11.0;-8.0;-9.429;1.813;-12.0;-8.0;-6.4;-12.0;1.089;-2.5;-7.6;3.863;1.3;4.0;-3.0;3.0;5.5;0.0;0.0;1.155;1.0;6.0;3.464;-2.0;1.0;2.646;-6.0;-3.0;3.512;-4.5;0.961
11;11;147;1.4;-4.0;-113;35;-88;-14;1.149;1.104;-0.045;289;19853;4;0.318;37.0;33.0;26.0;8.0;7.0;12.0;12.0;21.0;21.0;-16.0;-10.0;-7.0;-10.0;0.0;-8.0;-8.0;-11.0;-12.0;8.0;6.671;10.896;12.993;2.0;7.41;8.537;12.0;0.0;1.069;1.009;8.667;2.082;7.0;11.0;10.286;1.976;7.0;12.0;13.364;5.464;7.0;25.0;9.539;21.521;39.644;3.464;-10.0;-11.0;3.367;-7.0;-9.545;4.275;0.0;-10.0;-14.0;-8.0;-9.714;2.36;-14.0;-8.0;-7.091;-14.0;1.511;12.6;15.1;7.55;5.05;-2.0;-6.0;4.583;1.0;0.0;0.0;0.0;3.0;2.0;4.163;2.0;3.0;2.082;6.0;12.0;6.245;-0.0;0.954
12;11;158;1.53;-5.0;-129;43;-99;-11;1.169;1.128;-0.041;297;19842;4;0.318;35.0;37.0;33.0;11.0;8.0;7.0;11.0;21.0;21.0;-10.0;-16.0;-10.0;-11.0;0.0;-14.0;-8.0;-8.0;-8.0;8.0;8.093;11.074;14.508;4.163;8.214;9.889;12.0;0.0;0.976;1.03;10.0;1.732;8.0;11.0;10.286;1.976;7.0;12.0;13.167;5.254;7.0;25.0;11.0;20.956;42.119;3.0;-10.0;-11.286;3.45;-7.0;-9.833;4.196;0.0;-11.0;-14.0;-8.0;-10.143;2.268;-14.0;-8.0;-7.417;-14.0;1.288;2.5;-10.1;7.692;7.55;8.0;10.0;5.033;3.0;0.0;0.0;0.0;0.0;-3.0;1.528;1.5;0.0;1.732;-3.0;-9.0;6.245;1.5;0.906
13;10;168;1.68;-1.0;-136;51;-106;-5;1.186;1.163;-0.023;305;19832;4;0.318;43.0;35.0;37.0;11.0;11.0;8.0;12.0;21.0;21.0;-13.0;-10.0;-16.0;-15.0;0.0;-11.0;-14.0;-8.0;-11.0;8.0;9.579;12.554;17.635;8.0;9.178;11.873;12.0;0.0;0.756;1.038;10.667;0.577;10.0;11.0;10.0;1.826;7.0;12.0;12.923;5.107;7.0;25.0;10.504;20.876;44.636;5.686;-2.0;-9.429;4.467;-2.0;-9.231;4.567;0.0;-10.0;-14.0;-5.0;-9.286;2.928;-14.0;-5.0;-7.231;-14.0;1.384;15.2;12.7;6.709;8.85;8.0;0.0;5.774;8.0;0.0;0.0;0.0;-1.0;-1.0;2.082;-0.5;-1.0;0.577;11.0;14.0;7.095;4.0;0.887
14;16;184;1.79;-9.0;-165;45;-122;-16;1.208;1.171;-0.037;313;19816;4;0.318;51.0;43.0;35.0;10.0;11.0;11.0;11.0;21.0;21.0;-2.0;-13.0;-10.0;-8.0;0.0;-5.0;-11.0;-14.0;-8.0;8.0;8.747;11.442;17.854;4.163;8.364;12.364;12.0;0.0;0.0;1.038;12.333;3.215;10.0;16.0;10.714;2.928;7.0;16.0;13.143;4.975;7.0;25.0;13.115;22.601;47.883;10.017;-2.0;-11.429;6.425;-2.0;-10.143;5.559;0.0;-10.667;-16.0;-5.0;-10.429;3.78;-16.0;-5.0;-7.857;-16.0;1.233;-15.1;-30.3;15.216;0.05;-6.0;-14.0;8.083;1.0;0.0;0.0;0.0;6.0;7.0;3.786;2.5;6.0;3.215;-20.0;-31.0;15.524;-4.5;0.86
15;15;199;1.92;-3.0;-173;57;-130;-8;1.219;1.19;-0.029;320;19801;4;0.318;45.0;51.0;43.0;16.0;10.0;11.0;12.0;21.0;21.0;-22.0;-2.0;-13.0;-7.0;0.0;-16.0;-5.0;-11.0;-11.0;8.0;10.545;13.14;19.903;6.0;8.794;14.344;12.0;1.155;0.756;1.267;13.667;3.215;10.0;16.0;11.143;3.338;7.0;16.0;12.714;4.48;7.0;25.0;15.503;25.606;46.029;10.263;-2.0;-11.571;6.321;-2.0;-10.714;4.795;-2.0;-9.667;-16.0;-5.0;-10.0;3.873;-16.0;-5.0;-9.0;-16.0;1.33;20.3;35.4;19.137;2.6;12.0;18.0;9.452;3.0;-2.0;-2.0;1.155;-1.0;-7.0;4.041;2.5;-1.0;3.215;14.0;34.0;18.824;-3.0;0.854
16;20;219;2.06;-4.0;-181;55;-142;-13;1.229;1.22;-0.009;327;19781;4;0.479;57.0;45.0;51.0;15.0;16.0;10.0;7.0;25.0;46.0;-8.0;-22.0;-2.0;-10.0;-7.0;-8.0;-16.0;-5.0;-8.0;-4.0;13.437;14.492;21.255;6.429;8.552;14.694;12.0;1.155;0.976;1.399;17.0;2.646;15.0;20.0;13.0;4.163;8.0;20.0;12.357;3.522;7.0;20.0;17.559;29.462;47.06;7.81;-8.0;-11.429;6.373;-2.0;-10.857;4.704;-2.0;-12.333;-16.0;-8.0;-10.714;3.904;-16.0;-5.0;-9.643;-16.0;1.471;5.1;-15.2;17.759;12.7;-2.0;-14.0;9.452;5.0;0.0;2.0;1.155;5.0;6.0;3.786;2.0;5.0;2.646;-1.0;-15.0;17.039;6.5;0.84
17;15;234;2.18;-4.0;-190;61;-152;-10;1.239;1.24;0.001;334;19766;4;0.554;55.0;57.0;45.0;20.0;15.0;16.0;8.0;17.0;63.0;-9.0;-8.0;-22.0;-16.0;-11.0;-13.0;-8.0;-16.0;-8.0;-2.0;5.1;13.545;22.049;3.055;9.071;15.576;12.0;0.0;1.069;1.46;16.667;2.887;15.0;20.0;14.0;3.559;10.0;20.0;12.214;3.355;7.0;20.0;17.559;32.114;49.064;1.0;-8.0;-10.571;6.051;-2.0;-10.786;4.71;-2.0;-10.333;-13.0;-8.0;-11.0;3.742;-16.0;-5.0;-10.214;-16.0;1.41;5.1;-0.0;8.776;5.1;6.0;8.0;7.024;2.0;0.0;0.0;1.155;-5.0;-10.0;5.033;0.0;-5.0;2.887;-1.0;0.0;8.66;-1.0;0.82
18;12;246;2.31;-8.0;-209;76;-150;2;1.249;1.221;-0.028;343;19754;4;0.691;61.0;55.0;57.0;15.0;20.0;15.0;11.0;12.0;75.0;-10.0;-9.0;-8.0;-10.0;-10.0;-10.0;-13.0;-8.0;-14.0;-12.0;2.916;12.384;21.726;10.817;11.103;17.001;19.0;0.0;1.069;1.46;15.667;4.041;12.0;20.0;14.143;3.436;10.0;20.0;12.214;3.355;7.0;20.0;13.528;33.339;50.934;6.658;-9.0;-12.143;7.198;-2.0;-11.571;5.431;-2.0;-7.0;-13.0;2.0;-8.714;5.88;-16.0;2.0;-9.214;-16.0;1.066;-5.0;-10.1;5.831;0.05;15.0;9.0;8.505;10.5;0.0;0.0;0.0;-3.0;2.0;5.292;-4.0;-3.0;4.041;-11.0;-10.0;5.774;-6.0;0.806
19;8;254;2.44;-4.0;-219;62;-166;-15;1.259;1.249;-0.01;378;19746;4;0.773;76.0;61.0;55.0;12.0;15.0;20.0;11.0;11.0;86.0;-21.0;-10.0;-9.0;-13.0;-11.0;2.0;-10.0;-13.0;-11.0;-8.0;7.747;12.77;22.377;8.386;9.805;16.486;19.0;0.0;0.976;1.399;11.667;3.512;8.0;15.0;13.714;4.03;8.0;20.0;12.0;3.53;7.0;20.0;10.066;32.365;52.063;6.351;-10.0;-11.714;7.228;-2.0;-11.5;5.446;-2.0;-7.667;-15.0;2.0;-9.286;6.317;-16.0;2.0;-9.714;-16.0;1.552;15.2;20.2;10.1;5.1;-14.0;-29.0;14.844;0.5;0.0;0.0;0.0;-4.0;-1.0;1.0;-3.5;-4.0;3.512;11.0;22.0;11.015;-0.0;0.819
20;14;268;2.57;-5.0;-231;60;-165;-20;1.272;1.283;0.011;383;19732;4;0.831;62.0;76.0;61.0;8.0;12.0;15.0;10.0;12.0;98.0;-10.0;-21.0;-10.0;-2.0;-15.0;-15.0;2.0;-10.0;-5.0;-11.0;10.601;14.921;22.294;8.718;9.289;15.169;25.0;0.0;0.756;1.267;11.333;3.055;8.0;14.0;14.286;3.684;8.0;20.0;12.143;3.57;7.0;20.0;11.136;30.235;53.409;5.686;-10.0;-13.286;5.823;-8.0;-11.357;5.372;-2.0;-11.0;-20.0;2.0;-11.429;7.115;-20.0;2.0;-10.357;-20.0;1.69;5.2;-10.0;10.1;10.2;-2.0;12.0;14.572;-8.0;0.0;0.0;0.0;6.0;10.0;5.508;1.0;6.0;3.055;-3.0;-14.0;11.136;4.0;0.801
21;15;283;2.7;-9.0;-261;81;-186;-1;1.294;1.275;-0.019;387;19717;4;0.921;60.0;62.0;76.0;14.0;8.0;12.0;16.0;11.0;109.0;-13.0;-10.0;-21.0;-22.0;-8.0;-20.0;-15.0;2.0;-16.0;-8.0;2.946;9.74;21.973;11.59;9.914;16.114;26.0;0.0;0.0;1.038;12.333;3.786;8.0;15.0;14.143;3.625;8.0;20.0;12.429;3.631;7.0;20.0;14.503;28.715;54.927;7.371;-10.0;-13.571;6.347;-8.0;-12.5;6.236;-2.0;-12.0;-20.0;-1.0;-9.286;7.74;-20.0;2.0;-9.857;-20.0;1.19;-5.0;-10.2;10.1;0.1;21.0;23.0;17.786;9.5;0.0;0.0;0.0;1.0;-5.0;5.0;3.5;1.0;3.786;-11.0;-8.0;11.136;-7.0;0.779
22;5;288;2.83;-8.0;-290;65;-205;-19;1.137;1.3;0.163;391;19712;4;0.995;81.0;60.0;62.0;15.0;14.0;8.0;15.0;12.0;121.0;-24.0;-13.0;-10.0;-8.0;-7.0;-1.0;-20.0;-15.0;-8.0;-11.0;5.05;10.108;22.009;10.97;9.34;14.658;33.0;1.155;0.756;1.267;11.333;5.508;5.0;15.0;12.714;4.957;5.0;20.0;11.929;4.141;5.0;20.0;10.408;25.344;55.501;5.508;-13.0;-15.143;6.094;-9.0;-13.357;6.246;-2.0;-13.333;-20.0;-1.0;-10.857;8.513;-20.0;2.0;-10.429;-20.0;1.638;10.1;15.1;7.703;2.55;-16.0;-37.0;18.682;2.5;-2.0;-2.0;1.155;-10.0;-11.0;8.185;-4.5;-10.0;5.508;5.0;16.0;8.0;-3.0;0.784
23;11;299;2.96;-8.0;-317;79;-212;-7;1.337;1.31;-0.027;394;19701;4;1.041;65.0;81.0;60.0;5.0;15.0;14.0;20.0;7.0;128.0;-19.0;-24.0;-13.0;-9.0;-10.0;-19.0;-1.0;-20.0;-13.0;-8.0;7.78;10.83;22.101;8.718;9.155;14.658;35.0;1.155;0.976;1.399;10.333;5.033;5.0;15.0;11.429;3.78;5.0;15.0;12.214;3.906;5.0;20.0;8.185;23.874;55.356;2.646;-19.0;-16.714;5.648;-10.0;-14.071;6.403;-2.0;-9.0;-19.0;-1.0;-10.0;8.563;-20.0;2.0;-10.357;-20.0;1.414;5.2;-4.9;7.703;7.65;14.0;30.0;19.655;-1.0;0.0;2.0;1.155;6.0;16.0;8.185;-2.0;6.0;5.033;-1.0;-6.0;8.083;2.0;0.769
24;11;310;3.09;-8.0;-347;80;-220;-8;1.36;1.321;-0.039;397;19690;4;1.048;79.0;65.0;81.0;11.0;5.0;15.0;15.0;8.0;136.0;-20.0;-19.0;-24.0;-10.0;-16.0;-7.0;-19.0;-1.0;-10.0;-8.0;5.15;11.814;21.146;8.386;9.155;14.504;35.0;0.0;1.069;1.46;9.0;3.464;5.0;11.0;10.857;3.436;5.0;15.0;12.429;3.736;5.0;20.0;11.0;23.414;54.521;1.0;-19.0;-18.286;4.957;-10.0;-14.429;6.653;-2.0;-11.333;-19.0;-7.0;-9.714;8.597;-20.0;2.0;-10.357;-20.0;1.46;5.1;-0.1;2.858;5.15;1.0;-13.0;15.044;7.5;0.0;0.0;1.155;0.0;-6.0;8.083;3.0;0.0;3.464;-1.0;0.0;3.464;-1.0;0.763
25;11;321;3.22;-9.0;-380;60;-251;-30;1.382;1.359;-0.023;400;19679;4;1.104;80.0;79.0;65.0;11.0;11.0;5.0;12.0;11.0;147.0;-21.0;-20.0;-19.0;-21.0;-10.0;-8.0;-7.0;-19.0;2.0;-14.0;5.15;10.026;21.193;11.269;9.914;12.495;43.0;0.0;1.069;1.46;11.0;0.0;11.0;11.0;10.714;3.402;5.0;15.0;12.429;3.736;5.0;20.0;11.0;23.338;53.315;1.0;-20.0;-18.429;5.062;-10.0;-15.286;6.81;-2.0;-15.0;-30.0;-7.0;-14.286;9.759;-30.0;-1.0;-11.5;-30.0;2.033;5.2;0.1;0.058;5.15;-20.0;-21.0;17.156;-9.5;0.0;0.0;0.0;0.0;0.0;3.464;0.0;0.0;0.0;-1.0;0.0;0.0;-1.0;0.757
26;24;345;3.35;-13.0;-425;54;-289;-38;1.405;1.396;-0.009;402;19655;4;1.128;60.0;80.0;79.0;11.0;11.0;11.0;8.0;11.0;158.0;-22.0;-21.0;-20.0;-10.0;-13.0;-30.0;-8.0;-7.0;-15.0;-11.0;2.946;9.245;19.871;13.614;11.297;11.479;45.0;0.0;0.976;1.399;15.333;7.506;11.0;24.0;13.0;5.802;5.0;24.0;13.357;4.814;5.0;24.0;17.898;25.807;53.248;6.658;-21.0;-21.714;6.047;-13.0;-16.714;8.241;-2.0;-25.333;-38.0;-8.0;-17.571;13.277;-38.0;-1.0;-13.429;-38.0;2.167;-5.0;-10.2;5.86;0.1;-6.0;14.0;10.693;-13.0;0.0;0.0;0.0;13.0;13.0;7.506;6.5;13.0;7.506;-11.0;-10.0;5.774;-6.0;0.736
27;21;366;3.4;-15.0;-473;68;-315;-26;1.426;1.415;-0.011;404;19634;4;1.163;54.0;60.0;80.0;24.0;11.0;11.0;14.0;10.0;168.0;-33.0;-22.0;-21.0;-13.0;-2.0;-38.0;-30.0;-8.0;-20.0;-5.0;2.858;8.622;19.519;7.024;10.69;10.967;45.0;0.0;0.756;1.267;18.667;6.807;11.0;24.0;14.0;6.557;5.0;24.0;14.143;5.112;5.0;24.0;22.517;30.452;53.675;8.622;-22.0;-25.429;7.591;-19.0;-19.357;9.052;-8.0;-31.333;-38.0;-26.0;-18.429;13.649;-38.0;-1.0;-14.929;-38.0;1.722;0.1;5.1;5.1;-2.45;14.0;20.0;17.088;4.0;0.0;0.0;0.0;-3.0;-16.0;8.505;5.0;-3.0;6.807;-6.0;5.0;5.0;-8.5;0.716
28;25;391;3.61;-8.0;-500;93;-316;-2;1.446;1.424;-0.022;405;19609;4;1.171;68.0;54.0;60.0;21.0;24.0;11.0;15.0;16.0;184.0;-39.0;-33.0;-22.0;-24.0;-22.0;-26.0;-38.0;-30.0;-1.0;-16.0;14.867;11.528;19.025;19.757;13.438;11.868;54.0;0.0;0.0;1.038;23.333;2.082;21.0;25.0;15.429;7.786;5.0;25.0;14.786;5.873;5.0;25.0;23.029;37.492;55.866;10.263;-19.0;-24.714;7.973;-19.0;-19.143;9.02;-8.0;-22.0;-38.0;-2.0;-18.571;13.439;-38.0;-2.0;-13.929;-38.0;1.535;25.7;25.6;16.451;12.9;25.0;11.0;15.716;19.5;0.0;0.0;0.0;4.0;7.0;8.021;0.5;4.0;2.082;20.0;26.0;16.643;7.0;0.707
29;35;426;3.74;-12.0;-542;67;-345;-29;1.47;1.456;-0.014;406;19574;4;1.19;93.0;68.0;54.0;25.0;21.0;24.0;5.0;15.0;199.0;-19.0;-39.0;-33.0;-19.0;-8.0;-2.0;-26.0;-38.0;-19.0;-8.0;13.645;11.898;19.261;14.731;13.302;11.453;54.0;0.0;0.0;1.027;27.0;7.211;21.0;35.0;19.714;9.214;11.0;35.0;16.214;7.982;5.0;35.0;30.139;46.135;60.959;10.017;-19.0;-26.286;7.74;-19.0;-20.714;8.844;-9.0;-19.0;-29.0;-2.0;-20.0;14.012;-38.0;-2.0;-15.429;-38.0;2.058;-4.9;-30.6;16.415;10.4;-26.0;-51.0;26.839;-0.5;0.0;0.0;0.0;10.0;6.0;6.506;7.0;10.0;7.211;-11.0;-31.0;16.643;4.5;0.702
30;25;451;3.87;-16.0;-592;82;-360;-15;1.491;1.467;-0.024;407;19549;4;1.22;67.0;93.0;68.0;35.0;25.0;21.0;11.0;20.0;219.0;-30.0;-19.0;-39.0;-20.0;-9.0;-29.0;-2.0;-26.0;-7.0;-13.0;4.9;11.035;18.619;13.051;13.626;11.25;54.0;0.0;0.0;0.994;28.333;5.774;25.0;35.0;21.714;8.499;11.0;35.0;16.571;8.271;5.0;35.0;30.139;52.793;67.394;10.504;-19.0;-29.143;8.668;-19.0;-22.929;9.539;-10.0;-15.333;-29.0;-2.0;-21.143;13.069;-38.0;-2.0;-15.571;-38.0;1.622;-4.9;0.0;17.667;-4.9;15.0;41.0;27.025;-5.5;0.0;0.0;0.0;-10.0;-20.0;10.263;0.0;-10.0;5.774;-10.0;1.0;17.616;-10.5;0.687
31;10;461;4.0;-18.0;-645;80;-378;-18;1.511;1.477;-0.034;408;19539;4;1.24;82.0;67.0;93.0;25.0;35.0;25.0;11.0;15.0;234.0;-40.0;-30.0;-19.0;-21.0;-10.0;-15.0;-29.0;-2.0;-8.0;-10.0;2.801;10.304;17.829;8.145;13.626;11.153;54.0;0.0;0.0;0.938;23.333;12.583;10.0;35.0;21.571;8.715;10.0;35.0;16.214;8.451;5.0;35.0;18.028;53.671;72.21;7.638;-30.0;-32.571;9.607;-19.0;-25.429;10.435;-10.0;-20.667;-29.0;-15.0;-22.571;11.886;-38.0;-2.0;-16.143;-38.0;1.664;0.1;5.0;2.887;-2.4;-2.0;-17.0;20.599;6.5;0.0;0.0;0.0;-15.0;-5.0;13.229;-12.5;-15.0;12.583;-5.0;5.0;3.215;-7.5;0.682
32;16;477;4.13;-15.0;-699;72;-404;-27;1.534;1.5;-0.034;408;19523;4;1.221;80.0;82.0;67.0;10.0;25.0;35.0;11.0;12.0;246.0;-45.0;-40.0;-30.0;-22.0;-21.0;-18.0;-15.0;-29.0;-30.0;2.0;5.976;11.035;16.359;5.292;12.579;11.091;54.0;0.0;0.0;0.852;17.0;7.55;10.0;25.0;22.286;7.868;10.0;35.0;16.5;8.364;5.0;35.0;13.115;50.388;76.253;2.887;-40.0;-35.143;8.668;-19.0;-26.786;11.033;-10.0;-20.0;-27.0;-15.0;-22.143;11.625;-38.0;-2.0;-18.214;-38.0;1.992;10.3;10.2;7.747;5.2;-8.0;-6.0;11.93;-5.0;0.0;0.0;0.0;6.0;21.0;10.97;-4.5;6.0;7.55;5.0;10.0;7.638;-0.0;0.677
33;5;482;4.26;-23.0;-773;65;-439;-35;1.556;1.518;-0.038;408;19518;4;1.249;72.0;80.0;82.0;16.0;10.0;25.0;24.0;8.0;254.0;-40.0;-45.0;-40.0;-33.0;-10.0;-27.0;-18.0;-15.0;-38.0;-15.0;7.801;9.149;15.005;7.506;10.161;10.918;54.0;0.0;0.0;0.726;10.333;5.508;5.0;16.0;19.571;10.13;5.0;35.0;16.286;8.633;5.0;35.0;10.97;44.105;77.847;10.408;-40.0;-39.0;12.649;-19.0;-30.357;13.083;-13.0;-26.667;-35.0;-18.0;-21.714;10.981;-35.0;-2.0;-19.643;-38.0;1.971;-15.3;-25.6;12.888;-2.5;-7.0;1.0;3.215;-7.5;0.0;0.0;0.0;-11.0;-17.0;11.15;-2.5;-11.0;5.508;-20.0;-25.0;12.583;-7.5;0.667
34;17;499;4.39;-23.0;-837;94;-447;-7;1.578;1.514;-0.064;407;19501;4;1.283;65.0;72.0;80.0;5.0;16.0;10.0;21.0;14.0;268.0;-60.0;-40.0;-45.0;-39.0;-13.0;-35.0;-27.0;-18.0;-26.0;-20.0;7.78;5.652;14.036;15.133;11.69;11.822;54.0;0.0;0.0;0.535;12.667;6.658;5.0;17.0;19.0;10.149;5.0;35.0;16.5;8.609;5.0;35.0;11.533;36.827;79.229;11.547;-40.0;-42.0;14.933;-19.0;-33.714;14.264;-19.0;-23.0;-35.0;-7.0;-19.0;12.042;-35.0;-2.0;-18.714;-38.0;1.418;5.2;20.5;13.55;-5.05;29.0;36.0;21.079;11.0;0.0;0.0;0.0;12.0;23.0;11.93;0.5;12.0;6.658;0.0;20.0;13.229;-10.0;0.659
35;27;526;4.52;-23.0;-919;59;-489;-42;1.6;1.542;-0.073;406;19474;4;1.275;94.0;65.0;72.0;17.0;5.0;16.0;25.0;15.0;283.0;-60.0;-60.0;-40.0;-19.0;-24.0;-7.0;-35.0;-27.0;-2.0;-1.0;5.25;4.987;11.983;18.717;11.964;12.313;54.0;0.0;0.0;0.0;16.333;11.015;5.0;27.0;19.286;10.372;5.0;35.0;17.357;9.035;5.0;35.0;22.189;32.664;81.595;0.577;-59.0;-47.714;12.038;-30.0;-36.214;15.448;-19.0;-28.0;-42.0;-7.0;-24.714;12.12;-42.0;-7.0;-21.643;-42.0;2.349;5.3;0.1;11.865;5.25;-35.0;-64.0;32.083;-3.0;0.0;0.0;0.0;10.0;-2.0;12.741;11.0;10.0;11.015;1.0;1.0;11.846;0.5;0.661
