"AGE","MATI","JML_DEPLESI","STD_CUM_DEPLESI_%","PAKAN_STD_CUM_GR/EK","DELTA_PAKAN_ZAK","DELTA_PAKAN_CUM_GR/EKOR","DG_ACT","DELTA_ABW","DELTA_DG","FCR_STD","DELTA_FCR","IP_STD","IP_ACT","JUMLAH_AYAM_AKHIR","PERIODE","FCR_ACT_lag_7","FCR_ACT_lag_14","PAKAN_ACT_GR/EK_lag_14","DG_ACT_lag_1","DG_ACT_lag_2","DG_ACT_lag_3","DG_ACT_lag_7","DG_ACT_lag_14","MATI_lag_1","MATI_lag_2","MATI_lag_3","MATI_lag_7","MATI_lag_14","JML_DEPLESI_lag_7","JML_DEPLESI_lag_14","DELTA_PAKAN_GR/EKOR_lag_1","DELTA_PAKAN_GR/EKOR_lag_2","DELTA_PAKAN_GR/EKOR_lag_3","DELTA_PAKAN_GR/EKOR_lag_7","DELTA_PAKAN_GR/EKOR_lag_14","DELTA_DG_lag_1","DELTA_DG_lag_2","DELTA_DG_lag_3","DELTA_DG_lag_7","DELTA_DG_lag_14","PAKAN_ACT_GR/EK_rolling_std_3","PAKAN_ACT_GR/EK_rolling_std_7","PAKAN_ACT_GR/EK_rolling_std_14","DG_ACT_rolling_mean_3","DG_ACT_rolling_std_3","DG_ACT_rolling_min_3","DG_ACT_rolling_max_3","DG_ACT_rolling_std_7","DG_ACT_rolling_min_7","DG_ACT_rolling_std_14","DG_ACT_rolling_min_14","MATI_rolling_mean_3","MATI_rolling_std_3","MATI_rolling_min_3","MATI_rolling_max_3","MATI_rolling_mean_7","MATI_rolling_std_7","MATI_rolling_min_7","MATI_rolling_max_7","MATI_rolling_mean_14","MATI_rolling_std_14","MATI_rolling_min_14","MATI_rolling_max_14","JML_DEPLESI_rolling_std_3","JML_DEPLESI_rolling_std_7","JML_DEPLESI_rolling_std_14","DELTA_PAKAN_GR/EKOR_rolling_mean_3","DELTA_PAKAN_GR/EKOR_rolling_std_3","DELTA_PAKAN_GR/EKOR_rolling_min_3","DELTA_PAKAN_GR/EKOR_rolling_max_3","DELTA_PAKAN_GR/EKOR_rolling_mean_7","DELTA_PAKAN_GR/EKOR_rolling_std_7","DELTA_PAKAN_GR/EKOR_rolling_min_7","DELTA_PAKAN_GR/EKOR_rolling_max_7","DELTA_PAKAN_GR/EKOR_rolling_mean_14","DELTA_PAKAN_GR/EKOR_rolling_std_14","DELTA_PAKAN_GR/EKOR_rolling_min_14","DELTA_PAKAN_GR/EKOR_rolling_max_14","DELTA_DG_rolling_mean_3","DELTA_DG_rolling_min_3","DELTA_DG_rolling_max_3","DELTA_DG_rolling_mean_7","DELTA_DG_rolling_std_7","DELTA_DG_rolling_min_7","DELTA_DG_rolling_max_7","DELTA_DG_rolling_mean_14","DELTA_DG_rolling_std_14","DELTA_DG_rolling_min_14","PAKAN_DG_RATIO","PAKAN_ACT_GR/EK_momentum_1","PAKAN_ACT_GR/EK_acceleration","PAKAN_ACT_GR/EK_volatility_3","PAKAN_ACT_GR/EK_trend_slope_3","DG_ACT_momentum_1","DG_ACT_acceleration","DG_ACT_volatility_3","DG_ACT_trend_slope_3","MATI_momentum_1","MATI_acceleration","MATI_volatility_3","MATI_trend_slope_3","JML_DEPLESI_momentum_1","JML_DEPLESI_acceleration","JML_DEPLESI_volatility_3","ABW_ACT_acceleration","ABW_ACT_volatility_3","DELTA_PAKAN_GR/EKOR_momentum_1","DELTA_PAKAN_GR/EKOR_acceleration","DELTA_PAKAN_GR/EKOR_volatility_3","DELTA_PAKAN_GR/EKOR_trend_slope_3","FEED_EFFICIENCY_lag_1","FCR_ACT","prediction(FCR_ACT)"
32.0,10.0,249.0,4.13,3201.0,-18.0,-246.0,100.0,46.0,1.0,1.534,-0.138,408.0,475.0,20751.0,9.0,1.326,1.229,103.1,102.0,98.0,100.0,94.0,74.0,9.0,8.0,3.0,6.0,5.0,189.0,152.0,-21.0,-21.0,-21.0,5.0,1.0,4.0,1.0,4.0,4.0,0.0,4.85,5.232,17.147,100.0,2.0,98.0,102.0,1.618,97.0,7.738,79.0,9.0,1.0,8.0,10.0,8.571,3.599,3.0,15.0,6.929,3.05,3.0,15.0,9.504,17.642,29.968,-28.333,12.702,-43.0,-21.0,-17.143,14.634,-43.0,0.0,-8.5,13.58,-43.0,5.0,2.0,1.0,4.0,3.571,2.37,1.0,8.0,2.929,2.129,0.0,1.614,4.9,0.1,0.058,4.85,-2.0,-6.0,3.464,1.0,1.0,0.0,2.309,1.0,10.0,1.0,1.0,-2.0,2.0,-22.0,-22.0,12.702,-11.0,0.722,1.396,1.3977066077947673
1.0,12.0,12.0,0.1,18.0,0.0,-1.0,22.0,7.0,8.0,0.321,-0.045,0.0,0.0,20088.0,10.0,0.276,0.276,17.4,22.0,22.0,22.0,22.0,22.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,8.0,8.0,8.0,8.0,3.536,3.536,3.536,22.0,2.121,22.0,22.0,2.121,22.0,2.121,22.0,12.0,2.121,12.0,12.0,12.0,2.121,12.0,12.0,12.0,2.121,12.0,12.0,6.364,6.364,6.364,-1.0,0.707,-1.0,-1.0,-1.0,0.707,-1.0,-1.0,-1.0,0.707,-1.0,-1.0,8.0,8.0,8.0,8.0,4.243,8.0,8.0,8.0,4.243,8.0,0.791,5.0,-2.5,1.768,3.75,-3.0,7.0,4.95,0.5,-3.0,0.0,0.0,-3.0,9.0,-3.0,2.121,4.0,2.828,1.0,-2.0,1.414,0.0,3.623,0.276,0.2802160466427712
2.0,9.0,21.0,0.23,40.0,0.0,0.0,19.0,9.0,2.0,0.549,-0.063,0.0,0.0,20079.0,10.0,0.276,0.276,17.4,22.0,22.0,22.0,22.0,22.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,8.0,8.0,8.0,8.0,3.536,3.536,3.536,20.5,2.121,19.0,22.0,2.121,19.0,2.121,19.0,10.5,2.121,9.0,12.0,10.5,2.121,9.0,12.0,10.5,2.121,9.0,12.0,6.364,6.364,6.364,-0.5,0.707,-1.0,0.0,-0.5,0.707,-1.0,0.0,-0.5,0.707,-1.0,0.0,5.0,2.0,8.0,5.0,4.243,2.0,8.0,5.0,4.243,2.0,1.179,5.0,-2.5,1.768,3.75,-3.0,7.0,4.95,0.5,-3.0,0.0,0.0,-3.0,9.0,-3.0,2.121,4.0,2.828,1.0,-2.0,1.414,0.0,3.623,0.486,0.5696973755205126
3.0,6.0,27.0,0.36,66.0,0.0,-1.0,23.0,11.0,3.0,0.711,-0.094,0.0,0.0,20073.0,10.0,0.276,0.276,17.4,19.0,22.0,22.0,22.0,22.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,-1.0,-1.0,-1.0,-1.0,2.0,8.0,8.0,8.0,8.0,3.819,3.819,3.819,21.333,2.082,19.0,23.0,2.082,19.0,2.082,19.0,9.0,3.0,6.0,12.0,9.0,3.0,6.0,12.0,9.0,3.0,6.0,12.0,7.55,7.55,7.55,-0.667,0.577,-1.0,0.0,-0.667,0.577,-1.0,0.0,-0.667,0.577,-1.0,0.0,4.333,2.0,8.0,4.333,3.215,2.0,8.0,4.333,3.215,2.0,1.083,2.5,-2.5,1.768,3.75,4.0,7.0,4.95,0.5,-3.0,0.0,0.0,-3.0,6.0,-3.0,2.121,4.0,2.828,-1.0,-2.0,1.414,0.0,2.058,0.617,0.6041787353443842
4.0,6.0,33.0,0.49,96.0,0.0,-1.0,25.0,13.0,1.0,0.826,-0.098,0.0,0.0,20067.0,10.0,0.276,0.276,17.4,23.0,19.0,22.0,22.0,22.0,6.0,9.0,12.0,12.0,12.0,12.0,12.0,-1.0,0.0,-1.0,-1.0,-1.0,3.0,2.0,8.0,8.0,8.0,3.819,5.204,5.204,22.333,3.055,19.0,25.0,2.5,19.0,2.5,19.0,7.0,1.732,6.0,9.0,8.25,2.872,6.0,12.0,8.25,2.872,6.0,12.0,6.0,8.958,8.958,-0.333,0.577,-1.0,0.0,-0.5,0.577,-1.0,0.0,-0.5,0.577,-1.0,0.0,2.0,1.0,3.0,3.5,3.109,1.0,8.0,3.5,3.109,1.0,1.196,5.0,2.5,1.443,3.75,2.0,-2.0,3.606,3.0,0.0,3.0,1.732,-1.5,6.0,0.0,1.732,2.0,3.055,1.0,2.0,1.155,-0.0,1.621,0.728,0.7438993459249521
10.0,3.0,46.0,1.27,372.0,0.0,-11.0,45.0,21.0,0.0,1.129,-0.099,281.0,340.0,20054.0,10.0,0.617,0.276,17.4,41.0,39.0,35.0,23.0,22.0,0.0,0.0,2.0,6.0,12.0,27.0,12.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,2.0,2.0,3.0,8.0,5.204,9.129,12.652,41.667,3.055,39.0,45.0,7.034,25.0,8.857,19.0,1.0,1.732,0.0,3.0,2.714,2.289,0.0,6.0,4.6,3.836,0.0,12.0,1.732,4.572,11.257,-0.667,0.577,-1.0,0.0,-0.429,0.787,-1.0,1.0,-0.5,0.707,-1.0,1.0,0.667,0.0,2.0,1.286,0.951,0.0,2.0,2.2,2.251,0.0,1.22,2.5,-5.0,2.887,5.0,4.0,2.0,1.155,3.0,3.0,3.0,2.517,1.5,3.0,3.0,1.732,4.0,3.055,0.0,1.0,1.0,-0.5,0.998,1.03,1.032005789036028
11.0,4.0,50.0,1.4,435.0,0.0,-11.0,51.0,22.0,2.0,1.149,-0.095,289.0,346.0,20050.0,10.0,0.728,0.276,17.4,45.0,41.0,39.0,25.0,22.0,3.0,0.0,0.0,6.0,12.0,33.0,12.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,2.0,1.0,8.0,5.148,9.915,14.361,45.667,5.033,41.0,51.0,7.625,29.0,10.342,19.0,2.333,2.082,0.0,4.0,2.429,1.902,0.0,5.0,4.545,3.643,0.0,12.0,3.512,4.298,11.657,-1.0,0.0,-1.0,-1.0,-0.571,0.787,-1.0,1.0,-0.545,0.688,-1.0,1.0,0.667,0.0,2.0,1.429,0.976,0.0,2.0,2.182,2.136,0.0,1.222,7.4,4.9,2.858,4.95,6.0,2.0,2.0,5.0,1.0,-2.0,1.528,2.0,4.0,1.0,2.082,6.0,5.033,0.0,0.0,0.577,-0.0,0.971,1.054,1.0645771359384715
13.0,6.0,61.0,1.68,584.0,0.0,-21.0,44.0,3.0,-12.0,1.186,-0.048,305.0,334.0,20039.0,10.0,0.874,0.276,17.4,49.0,51.0,45.0,32.0,22.0,5.0,4.0,3.0,5.0,12.0,41.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5.0,2.0,0.0,2.0,8.0,5.05,11.222,17.644,48.0,3.606,44.0,51.0,5.593,35.0,10.797,19.0,5.0,1.0,4.0,6.0,2.857,2.34,0.0,6.0,4.692,3.351,0.0,12.0,5.508,7.041,13.549,-1.0,0.0,-1.0,-1.0,-0.857,0.378,-1.0,0.0,-0.615,0.65,-1.0,1.0,-5.0,-12.0,2.0,-1.571,5.224,-12.0,2.0,0.538,4.684,-12.0,1.645,5.1,0.1,1.358,5.05,-5.0,-3.0,5.686,-3.5,1.0,0.0,0.0,1.0,6.0,1.0,1.0,-5.0,3.606,0.0,0.0,0.0,-0.0,0.918,1.138,1.1264646122307131
14.0,7.0,68.0,1.79,668.0,0.0,-27.0,62.0,4.0,1.0,1.208,-0.058,313.0,345.0,20032.0,10.0,0.926,0.276,17.4,44.0,49.0,51.0,35.0,22.0,6.0,5.0,4.0,2.0,12.0,43.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12.0,-5.0,2.0,2.0,8.0,5.05,11.602,19.24,51.667,9.292,44.0,62.0,7.718,39.0,12.648,19.0,6.0,1.0,5.0,7.0,3.571,2.76,0.0,7.0,4.857,3.278,0.0,12.0,6.506,9.552,15.108,-1.0,0.0,-1.0,-1.0,-0.857,0.378,-1.0,0.0,-0.643,0.633,-1.0,1.0,-5.333,-12.0,1.0,-1.714,5.122,-12.0,2.0,0.571,4.502,-12.0,1.248,5.0,-0.1,0.058,5.05,18.0,23.0,12.503,6.5,1.0,0.0,0.0,1.0,7.0,1.0,1.0,18.0,9.292,0.0,0.0,0.0,-0.0,0.879,1.15,1.162487714146359
16.0,7.0,79.0,2.06,841.0,0.0,-28.0,77.0,15.0,9.0,1.229,-0.067,327.0,375.0,20021.0,10.0,1.002,0.486,22.4,66.0,62.0,44.0,41.0,19.0,4.0,7.0,6.0,0.0,9.0,43.0,21.0,-2.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-12.0,0.0,2.0,6.292,12.011,20.558,68.333,7.767,62.0,77.0,12.352,44.0,15.83,23.0,6.0,1.732,4.0,7.0,5.143,1.574,3.0,7.0,4.143,2.316,0.0,7.0,5.568,12.067,15.323,-1.0,1.0,-2.0,0.0,-1.0,0.577,-2.0,0.0,-0.714,0.726,-2.0,1.0,3.667,1.0,9.0,-0.571,6.503,-12.0,9.0,0.571,4.62,-12.0,1.168,7.5,2.5,1.443,6.25,11.0,7.0,7.0,7.5,3.0,6.0,3.055,-0.0,7.0,3.0,1.732,11.0,7.767,2.0,3.0,1.528,0.5,0.861,1.162,1.1657042708587473
19.0,7.0,93.0,2.44,1142.0,0.0,-29.0,80.0,14.0,3.0,1.259,-0.052,378.0,400.0,20007.0,10.0,1.089,0.815,34.9,74.0,68.0,77.0,49.0,29.0,3.0,4.0,7.0,5.0,3.0,55.0,36.0,-2.0,-1.0,0.0,-1.0,1.0,0.0,-3.0,9.0,-5.0,2.0,5.05,12.0,22.201,74.0,6.0,68.0,80.0,12.065,44.0,16.313,32.0,4.667,2.082,3.0,7.0,5.429,1.718,3.0,7.0,4.071,2.336,0.0,7.0,5.132,11.088,18.345,-1.333,0.577,-2.0,-1.0,-1.143,0.69,-2.0,0.0,-1.0,0.555,-2.0,0.0,0.0,-3.0,3.0,-0.143,6.388,-12.0,9.0,0.143,4.688,-12.0,1.312,5.1,0.1,0.058,5.05,6.0,0.0,8.66,6.0,4.0,5.0,3.606,1.5,7.0,4.0,2.082,6.0,6.0,1.0,2.0,1.155,-0.0,0.835,1.207,1.203632244315536
31.0,0.0,129.0,4.0,3004.0,-6.0,-232.0,99.0,22.0,1.0,1.511,-0.133,408.0,468.0,19971.0,10.0,1.3,1.182,94.9,106.0,96.0,96.0,88.0,68.0,0.0,3.0,3.0,2.0,4.0,110.0,83.0,-15.0,-15.0,-14.0,0.0,-1.0,9.0,0.0,1.0,0.0,-3.0,5.0,10.84,19.163,100.333,5.132,96.0,106.0,5.187,90.0,9.099,74.0,1.0,1.732,0.0,3.0,2.714,2.059,0.0,5.0,3.286,2.268,0.0,7.0,0.0,6.283,13.993,-15.0,0.0,-15.0,-15.0,-13.571,1.618,-15.0,-11.0,-7.357,6.57,-15.0,0.0,3.333,0.0,9.0,1.714,3.251,0.0,9.0,0.714,2.73,-3.0,1.643,5.0,0.0,0.0,5.0,-7.0,-17.0,8.544,1.5,0.0,3.0,1.732,-1.5,0.0,0.0,1.732,-7.0,5.132,0.0,0.0,0.577,0.0,0.733,1.378,1.3661884712645578
32.0,0.0,129.0,4.13,3201.0,-5.0,-259.0,107.0,31.0,8.0,1.534,-0.145,408.0,473.0,19971.0,10.0,1.311,1.197,99.9,99.0,106.0,96.0,90.0,74.0,0.0,0.0,3.0,3.0,3.0,113.0,86.0,-15.0,-15.0,-15.0,-11.0,-2.0,1.0,9.0,0.0,0.0,0.0,6.292,11.427,18.996,104.0,4.359,99.0,107.0,5.707,92.0,9.248,79.0,0.0,0.0,0.0,0.0,2.286,2.289,0.0,5.0,3.071,2.433,0.0,7.0,0.0,4.259,12.371,-14.333,1.155,-15.0,-13.0,-13.857,1.215,-15.0,-12.0,-8.143,6.538,-15.0,0.0,6.0,1.0,9.0,2.857,3.891,0.0,9.0,1.286,3.338,-3.0,1.591,7.5,2.5,1.443,6.25,8.0,15.0,9.292,0.5,0.0,0.0,1.732,-0.0,0.0,0.0,0.0,8.0,4.359,2.0,2.0,1.155,1.0,0.726,1.389,1.370807739473968
33.0,0.0,129.0,4.26,3403.0,-10.0,-298.0,83.0,14.0,-17.0,1.556,-0.145,408.0,470.0,19971.0,10.0,1.322,1.207,105.0,107.0,99.0,106.0,92.0,80.0,0.0,0.0,0.0,5.0,7.0,118.0,93.0,-13.0,-15.0,-15.0,-12.0,-1.0,8.0,1.0,9.0,0.0,3.0,4.33,9.559,17.447,96.333,12.22,83.0,107.0,8.018,83.0,9.001,79.0,0.0,0.0,0.0,0.0,1.571,2.07,0.0,5.0,2.571,2.277,0.0,7.0,0.0,2.36,11.0,-17.667,6.429,-25.0,-13.0,-15.714,4.192,-25.0,-13.0,-9.857,7.584,-25.0,0.0,-2.667,-17.0,8.0,0.429,8.522,-17.0,9.0,-0.143,5.869,-17.0,1.96,-7.5,-15.0,8.036,-0.0,-24.0,-32.0,16.01,-8.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-24.0,12.22,-12.0,-14.0,7.572,-5.0,0.72,1.411,1.4047787073839904
34.0,0.0,129.0,4.39,3504.0,-7.0,-224.0,109.0,21.0,8.0,1.578,-0.158,407.0,475.0,19971.0,10.0,1.333,1.224,112.5,83.0,107.0,99.0,95.0,79.0,0.0,0.0,0.0,5.0,5.0,123.0,98.0,-25.0,-13.0,-15.0,-13.0,-2.0,-17.0,8.0,1.0,1.0,-1.0,6.338,9.583,17.276,99.667,14.468,83.0,109.0,8.997,83.0,9.395,81.0,0.0,0.0,0.0,0.0,0.857,1.464,0.0,3.0,2.214,2.259,0.0,7.0,0.0,1.134,9.691,-18.333,6.11,-25.0,-13.0,-16.286,4.03,-25.0,-13.0,-10.929,7.447,-25.0,0.0,-0.333,-17.0,8.0,1.429,8.997,-17.0,9.0,0.5,6.248,-17.0,1.608,12.6,20.1,10.448,2.55,26.0,50.0,25.325,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,26.0,14.468,8.0,20.0,10.263,-2.0,0.709,1.42,1.4102177286262862
1.0,15.0,15.0,0.1,18.0,0.0,0.0,21.0,-2.0,7.0,0.321,0.003,0.0,0.0,19985.0,11.0,0.324,0.324,17.5,21.0,21.0,21.0,21.0,21.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,1.768,1.768,1.768,21.0,4.243,21.0,21.0,4.243,21.0,4.243,21.0,15.0,1.414,15.0,15.0,15.0,1.414,15.0,15.0,15.0,1.414,15.0,15.0,9.192,9.192,9.192,0.0,1.414,0.0,0.0,0.0,1.414,0.0,0.0,0.0,1.414,0.0,0.0,7.0,7.0,7.0,7.0,6.364,7.0,7.0,7.0,6.364,7.0,0.833,2.5,2.6,1.838,3.8,-6.0,12.0,8.485,-0.0,-2.0,3.0,2.121,-0.5,13.0,1.0,0.707,6.0,4.243,-2.0,3.0,2.121,-0.5,3.086,0.324,0.29649786397308064
3.0,14.0,42.0,0.36,66.0,0.0,-3.0,21.0,-4.0,1.0,0.711,-0.016,0.0,0.0,19958.0,11.0,0.324,0.324,17.5,15.0,21.0,21.0,21.0,21.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,-2.0,0.0,0.0,0.0,0.0,-2.0,7.0,7.0,7.0,7.0,3.873,3.873,3.873,19.0,3.464,15.0,21.0,3.464,15.0,3.464,15.0,14.0,1.0,13.0,15.0,14.0,1.0,13.0,15.0,14.0,1.0,13.0,15.0,13.503,13.503,13.503,-1.0,1.0,-2.0,0.0,-1.0,1.0,-2.0,0.0,-1.0,1.0,-2.0,0.0,2.0,-2.0,7.0,2.0,4.583,-2.0,7.0,2.0,4.583,-2.0,1.195,5.1,2.6,1.838,3.8,6.0,12.0,8.485,-0.0,1.0,3.0,2.121,-0.5,14.0,1.0,0.707,6.0,4.243,1.0,3.0,2.121,-0.5,1.838,0.695,0.7134929750181063
5.0,15.0,72.0,0.62,131.0,-2.0,-13.0,25.0,-9.0,-2.0,0.914,-0.042,0.0,0.0,19928.0,11.0,0.324,0.324,17.5,20.0,21.0,15.0,21.0,21.0,15.0,14.0,13.0,15.0,15.0,15.0,15.0,-5.0,-1.0,-2.0,0.0,0.0,-4.0,1.0,-2.0,7.0,7.0,2.887,4.922,4.922,22.0,2.646,20.0,25.0,3.578,15.0,3.578,15.0,14.667,0.577,14.0,15.0,14.4,0.894,13.0,15.0,14.4,0.894,13.0,15.0,15.0,22.621,22.621,-3.333,2.082,-5.0,-1.0,-2.4,2.074,-5.0,0.0,-2.4,2.074,-5.0,0.0,-1.667,-4.0,1.0,0.0,4.301,-4.0,7.0,0.0,4.301,-4.0,1.204,5.0,5.0,2.916,2.5,5.0,6.0,3.786,2.0,0.0,-1.0,0.577,0.5,15.0,0.0,0.577,5.0,2.646,1.0,5.0,2.887,-1.5,1.255,0.872,0.8858960778908842
6.0,10.0,82.0,0.75,170.0,-1.0,-17.0,31.0,-8.0,1.0,0.979,-0.058,0.0,0.0,19918.0,11.0,0.324,0.324,17.5,25.0,20.0,21.0,21.0,21.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,-4.0,-5.0,-1.0,0.0,0.0,-2.0,-4.0,1.0,7.0,7.0,5.0,6.448,6.448,25.333,5.508,20.0,31.0,5.382,15.0,5.382,15.0,13.333,2.887,10.0,15.0,13.667,1.966,10.0,15.0,13.667,1.966,10.0,15.0,12.583,25.797,25.797,-4.0,1.0,-5.0,-3.0,-2.5,1.871,-5.0,0.0,-2.5,1.871,-5.0,0.0,-1.667,-4.0,1.0,0.167,3.869,-4.0,7.0,0.167,3.869,-4.0,1.132,5.0,0.0,2.887,5.0,6.0,1.0,3.786,5.5,-5.0,-5.0,3.215,-2.5,10.0,-5.0,2.887,6.0,5.508,1.0,0.0,2.887,1.0,1.147,0.921,0.9317494695994744
16.0,5.0,109.0,2.06,841.0,-2.0,-65.0,65.0,-43.0,-3.0,1.229,-0.021,327.0,330.0,19891.0,11.0,1.038,0.544,20.0,62.0,61.0,39.0,41.0,15.0,3.0,5.0,4.0,0.0,13.0,83.0,28.0,-4.0,-3.0,-5.0,-3.0,-2.0,-3.0,0.0,-17.0,0.0,-2.0,5.05,11.154,20.22,62.667,2.082,61.0,65.0,10.583,39.0,14.615,20.0,4.333,1.155,3.0,5.0,3.714,1.113,2.0,5.0,5.786,5.423,0.0,15.0,4.041,8.522,17.951,-4.0,1.0,-5.0,-3.0,-3.714,1.496,-5.0,-1.0,-3.214,1.626,-5.0,0.0,-2.0,-3.0,0.0,-4.857,6.914,-17.0,1.0,-2.643,5.415,-17.0,1.315,5.1,0.1,1.473,5.05,3.0,2.0,11.59,2.0,2.0,4.0,2.082,0.0,5.0,2.0,1.155,3.0,2.082,-1.0,0.0,1.732,-1.0,0.835,1.208,1.205727980721655
17.0,7.0,116.0,2.18,936.0,0.0,-65.0,72.0,-42.0,1.0,1.239,-0.019,334.0,342.0,19884.0,11.0,1.064,0.695,25.1,65.0,62.0,61.0,45.0,21.0,5.0,3.0,5.0,3.0,14.0,86.0,42.0,-5.0,-4.0,-3.0,-1.0,-1.0,-3.0,-3.0,0.0,0.0,1.0,7.736,12.777,21.542,66.333,5.132,62.0,72.0,12.375,39.0,15.59,20.0,5.0,2.0,3.0,7.0,4.286,1.604,2.0,7.0,5.286,4.906,0.0,15.0,6.028,9.771,15.31,-3.0,2.646,-5.0,0.0,-3.571,1.813,-5.0,0.0,-3.143,1.748,-5.0,0.0,-1.667,-3.0,1.0,-4.714,7.041,-17.0,1.0,-2.643,5.415,-17.0,1.328,10.1,5.0,2.916,7.6,7.0,4.0,3.055,5.0,2.0,0.0,2.309,2.0,7.0,2.0,2.0,7.0,5.132,5.0,6.0,3.464,2.0,0.828,1.22,1.2183615109016945
20.0,56.0,227.0,2.57,1256.0,-7.0,-87.0,59.0,-61.0,-21.0,1.272,0.018,383.0,347.0,19773.0,11.0,1.177,0.921,35.1,66.0,67.0,72.0,39.0,31.0,38.0,17.0,7.0,4.0,10.0,96.0,82.0,-5.0,-1.0,0.0,-5.0,-3.0,-11.0,-7.0,1.0,-17.0,1.0,2.715,10.201,21.09,64.0,4.359,59.0,67.0,4.353,59.0,13.002,35.0,37.0,19.519,17.0,56.0,18.714,20.516,3.0,56.0,10.357,16.458,0.0,56.0,47.286,46.335,40.994,-8.0,8.888,-18.0,-1.0,-5.143,5.984,-18.0,0.0,-4.0,4.42,-18.0,0.0,-13.0,-21.0,-7.0,-6.286,7.675,-21.0,1.0,-5.071,7.385,-21.0,1.629,-4.8,-5.0,4.95,-2.3,-7.0,-6.0,3.055,-4.0,18.0,-3.0,5.686,19.5,56.0,18.0,19.519,-7.0,4.359,-13.0,-9.0,6.245,-8.5,0.789,1.29,1.276603867237775
21.0,45.0,272.0,2.7,1382.0,-9.0,-117.0,67.0,-96.0,-15.0,1.294,0.006,387.0,351.0,19728.0,11.0,1.184,0.961,40.2,59.0,66.0,67.0,61.0,35.0,56.0,38.0,17.0,5.0,0.0,101.0,82.0,-18.0,-5.0,-1.0,-3.0,-3.0,-21.0,-11.0,-7.0,0.0,2.0,2.715,7.758,19.749,64.0,4.359,59.0,67.0,4.117,59.0,12.421,36.0,46.333,9.074,38.0,56.0,24.429,21.601,3.0,56.0,13.571,18.542,0.0,56.0,50.6,65.237,58.102,-15.667,9.713,-24.0,-5.0,-8.143,9.155,-24.0,0.0,-5.5,6.914,-24.0,0.0,-15.667,-21.0,-11.0,-8.429,7.721,-21.0,1.0,-6.286,7.529,-21.0,1.437,0.2,5.0,2.887,-2.3,8.0,15.0,7.55,0.5,-11.0,-29.0,17.673,3.5,45.0,-11.0,9.074,8.0,4.359,-6.0,7.0,4.726,-9.5,0.775,1.3,1.288264947696398
29.0,13.0,415.0,3.74,2635.0,-10.0,-397.0,96.0,-114.0,0.0,1.47,-0.138,406.0,426.0,19585.0,11.0,1.297,1.197,80.4,95.0,92.0,99.0,81.0,62.0,13.0,19.0,18.0,16.0,3.0,288.0,104.0,-29.0,-29.0,-28.0,-25.0,-4.0,0.0,-2.0,7.0,-3.0,-3.0,7.889,10.799,16.614,94.333,2.082,92.0,96.0,10.179,69.0,13.835,59.0,15.0,3.464,13.0,19.0,18.143,4.451,13.0,26.0,22.214,14.514,5.0,56.0,13.0,39.14,108.881,-27.667,2.309,-29.0,-25.0,-25.571,3.735,-29.0,-20.0,-18.357,10.81,-29.0,0.0,-0.667,-2.0,0.0,-2.143,7.381,-17.0,7.0,-5.286,7.956,-21.0,1.49,10.3,5.1,2.944,7.75,1.0,-2.0,5.292,2.0,0.0,6.0,3.786,-3.0,13.0,0.0,3.464,1.0,2.082,4.0,4.0,2.646,2.0,0.756,1.332,1.322563290545809
30.0,11.0,426.0,3.87,2818.0,-9.0,-429.0,70.0,-141.0,-27.0,1.491,-0.126,407.0,418.0,19574.0,11.0,1.317,1.208,85.5,96.0,95.0,92.0,69.0,65.0,13.0,13.0,19.0,18.0,5.0,306.0,109.0,-25.0,-29.0,-29.0,-20.0,-5.0,0.0,0.0,-2.0,-17.0,-3.0,9.031,12.964,18.12,87.0,14.731,70.0,96.0,9.846,70.0,13.513,59.0,12.333,1.155,11.0,13.0,17.143,5.21,11.0,26.0,22.643,14.047,7.0,56.0,12.014,34.15,104.046,-25.333,3.512,-29.0,-22.0,-25.857,3.288,-29.0,-21.0,-19.571,10.128,-29.0,0.0,-9.0,-27.0,0.0,-3.571,10.876,-27.0,7.0,-7.0,9.798,-27.0,2.153,7.7,-2.6,2.55,9.0,-26.0,-27.0,16.197,-12.5,-2.0,-2.0,3.055,-1.0,11.0,-2.0,1.155,-26.0,14.731,3.0,-1.0,2.082,3.5,0.751,1.365,1.3568307164021225
