"AGE","MATI","JML_DEPLESI","STD_CUM_DEPLESI_%","PAKAN_STD_CUM_GR/EK","DELTA_PAKAN_ZAK","DELTA_PAKAN_CUM_GR/EKOR","DG_ACT","DELTA_ABW","DELTA_DG","FCR_STD","DELTA_FCR","IP_STD","IP_ACT","JUMLAH_AYAM_AKHIR","PERIODE","FCR_ACT_lag_7","FCR_ACT_lag_14","PAKAN_ACT_GR/EK_lag_14","DG_ACT_lag_1","DG_ACT_lag_2","DG_ACT_lag_3","DG_ACT_lag_7","DG_ACT_lag_14","MATI_lag_1","MATI_lag_2","MATI_lag_3","MATI_lag_7","MATI_lag_14","JML_DEPLESI_lag_7","JML_DEPLESI_lag_14","DELTA_PAKAN_GR/EKOR_lag_1","DELTA_PAKAN_GR/EKOR_lag_2","DELTA_PAKAN_GR/EKOR_lag_3","DELTA_PAKAN_GR/EKOR_lag_7","DELTA_PAKAN_GR/EKOR_lag_14","DELTA_DG_lag_1","DELTA_DG_lag_2","DELTA_DG_lag_3","DELTA_DG_lag_7","DELTA_DG_lag_14","PAKAN_ACT_GR/EK_rolling_std_3","PAKAN_ACT_GR/EK_rolling_std_7","PAKAN_ACT_GR/EK_rolling_std_14","DG_ACT_rolling_mean_3","DG_ACT_rolling_std_3","DG_ACT_rolling_min_3","DG_ACT_rolling_max_3","DG_ACT_rolling_std_7","DG_ACT_rolling_min_7","DG_ACT_rolling_std_14","DG_ACT_rolling_min_14","MATI_rolling_mean_3","MATI_rolling_std_3","MATI_rolling_min_3","MATI_rolling_max_3","MATI_rolling_mean_7","MATI_rolling_std_7","MATI_rolling_min_7","MATI_rolling_max_7","MATI_rolling_mean_14","MATI_rolling_std_14","MATI_rolling_min_14","MATI_rolling_max_14","JML_DEPLESI_rolling_std_3","JML_DEPLESI_rolling_std_7","JML_DEPLESI_rolling_std_14","DELTA_PAKAN_GR/EKOR_rolling_mean_3","DELTA_PAKAN_GR/EKOR_rolling_std_3","DELTA_PAKAN_GR/EKOR_rolling_min_3","DELTA_PAKAN_GR/EKOR_rolling_max_3","DELTA_PAKAN_GR/EKOR_rolling_mean_7","DELTA_PAKAN_GR/EKOR_rolling_std_7","DELTA_PAKAN_GR/EKOR_rolling_min_7","DELTA_PAKAN_GR/EKOR_rolling_max_7","DELTA_PAKAN_GR/EKOR_rolling_mean_14","DELTA_PAKAN_GR/EKOR_rolling_std_14","DELTA_PAKAN_GR/EKOR_rolling_min_14","DELTA_PAKAN_GR/EKOR_rolling_max_14","DELTA_DG_rolling_mean_3","DELTA_DG_rolling_min_3","DELTA_DG_rolling_max_3","DELTA_DG_rolling_mean_7","DELTA_DG_rolling_std_7","DELTA_DG_rolling_min_7","DELTA_DG_rolling_max_7","DELTA_DG_rolling_mean_14","DELTA_DG_rolling_std_14","DELTA_DG_rolling_min_14","PAKAN_DG_RATIO","PAKAN_ACT_GR/EK_momentum_1","PAKAN_ACT_GR/EK_acceleration","PAKAN_ACT_GR/EK_volatility_3","PAKAN_ACT_GR/EK_trend_slope_3","DG_ACT_momentum_1","DG_ACT_acceleration","DG_ACT_volatility_3","DG_ACT_trend_slope_3","MATI_momentum_1","MATI_acceleration","MATI_volatility_3","MATI_trend_slope_3","JML_DEPLESI_momentum_1","JML_DEPLESI_acceleration","JML_DEPLESI_volatility_3","ABW_ACT_acceleration","ABW_ACT_volatility_3","DELTA_PAKAN_GR/EKOR_momentum_1","DELTA_PAKAN_GR/EKOR_acceleration","DELTA_PAKAN_GR/EKOR_volatility_3","DELTA_PAKAN_GR/EKOR_trend_slope_3","FEED_EFFICIENCY_lag_1","FCR_ACT","prediction(FCR_ACT)"
9.0,7.0,128.0,1.14,312.0,-4.0,-83.0,33.0,-65.0,-8.0,1.099,-0.058,274.0,233.0,19872.0,4.0,0.479,0.318,17.5,26.0,25.0,19.0,13.0,22.0,12.0,11.0,12.0,25.0,21.0,46.0,21.0,-7.0,-8.0,-15.0,-7.0,0.0,-11.0,-8.0,-11.0,-4.0,8.0,3.873,10.446,10.444,28.0,4.359,25.0,33.0,6.824,12.0,6.591,12.0,10.0,2.646,7.0,12.0,11.714,2.928,7.0,17.0,14.222,5.674,7.0,25.0,9.609,23.954,35.454,-8.333,1.528,-10.0,-7.0,-10.286,2.563,-15.0,-7.0,-8.778,4.116,-15.0,0.0,-9.0,-11.0,-8.0,-8.571,3.359,-12.0,-2.0,-6.222,6.261,-12.0,1.297,5.1,2.6,5.244,3.8,7.0,6.0,3.215,4.0,-5.0,-6.0,3.055,-2.0,7.0,-5.0,2.646,7.0,4.359,-3.0,-4.0,5.033,-1.0,1.005,1.041,1.0359009730138031
16.0,20.0,219.0,2.06,841.0,-4.0,-181.0,55.0,-142.0,-13.0,1.229,-0.009,327.0,275.0,19781.0,4.0,1.041,0.479,15.0,57.0,45.0,51.0,33.0,13.0,15.0,16.0,10.0,7.0,25.0,128.0,46.0,-8.0,-22.0,-2.0,-10.0,-7.0,-8.0,-16.0,-5.0,-8.0,-4.0,13.437,14.492,21.255,52.333,6.429,45.0,57.0,8.552,35.0,14.694,12.0,17.0,2.646,15.0,20.0,13.0,4.163,8.0,20.0,12.357,3.522,7.0,20.0,17.559,29.462,47.06,-13.0,7.81,-22.0,-8.0,-11.429,6.373,-22.0,-2.0,-10.857,4.704,-22.0,-2.0,-12.333,-16.0,-8.0,-10.714,3.904,-16.0,-5.0,-9.643,3.671,-16.0,1.471,5.1,-15.2,17.759,12.7,-2.0,-14.0,9.452,5.0,5.0,6.0,3.786,2.0,20.0,5.0,2.646,-2.0,6.429,-1.0,-15.0,17.039,6.5,0.84,1.22,1.2184066601782537
17.0,15.0,234.0,2.18,936.0,-4.0,-190.0,61.0,-152.0,-10.0,1.239,0.001,334.0,283.0,19766.0,4.0,1.048,0.554,15.0,55.0,57.0,45.0,37.0,18.0,20.0,15.0,16.0,8.0,17.0,136.0,63.0,-9.0,-8.0,-22.0,-16.0,-11.0,-13.0,-8.0,-16.0,-8.0,-2.0,5.1,13.545,22.049,57.667,3.055,55.0,61.0,9.071,35.0,15.576,12.0,16.667,2.887,15.0,20.0,14.0,3.559,10.0,20.0,12.214,3.355,7.0,20.0,17.559,32.114,49.064,-9.0,1.0,-10.0,-8.0,-10.571,6.051,-22.0,-2.0,-10.786,4.71,-22.0,-2.0,-10.333,-13.0,-8.0,-11.0,3.742,-16.0,-5.0,-10.214,2.94,-16.0,1.41,5.1,-0.0,8.776,5.1,6.0,8.0,7.024,2.0,-5.0,-10.0,5.033,0.0,15.0,-5.0,2.887,6.0,3.055,-1.0,0.0,8.66,-1.0,0.82,1.24,1.238333646497289
18.0,12.0,246.0,2.31,1036.0,-8.0,-209.0,76.0,-150.0,2.0,1.249,-0.028,343.0,306.0,19754.0,4.0,1.104,0.691,20.1,61.0,55.0,57.0,35.0,12.0,15.0,20.0,15.0,11.0,12.0,147.0,75.0,-10.0,-9.0,-8.0,-10.0,-10.0,-10.0,-13.0,-8.0,-14.0,-12.0,2.916,12.384,21.726,64.0,10.817,55.0,76.0,11.103,43.0,17.001,19.0,15.667,4.041,12.0,20.0,14.143,3.436,10.0,20.0,12.214,3.355,7.0,20.0,13.528,33.339,50.934,-13.333,6.658,-21.0,-9.0,-12.143,7.198,-22.0,-2.0,-11.571,5.431,-22.0,-2.0,-7.0,-13.0,2.0,-8.714,5.88,-16.0,2.0,-9.214,4.336,-16.0,1.066,-5.0,-10.1,5.831,0.05,15.0,9.0,8.505,10.5,-3.0,2.0,5.292,-4.0,12.0,-3.0,4.041,15.0,10.817,-11.0,-10.0,5.774,-6.0,0.806,1.221,1.243978208383702
20.0,14.0,268.0,2.57,1256.0,-5.0,-231.0,60.0,-165.0,-20.0,1.272,0.011,383.0,308.0,19732.0,4.0,1.163,0.831,22.6,62.0,76.0,61.0,51.0,19.0,8.0,12.0,15.0,10.0,12.0,168.0,98.0,-10.0,-21.0,-10.0,-2.0,-15.0,-15.0,2.0,-10.0,-5.0,-11.0,10.601,14.921,22.294,66.0,8.718,60.0,76.0,9.289,45.0,15.169,25.0,11.333,3.055,8.0,14.0,14.286,3.684,8.0,20.0,12.143,3.57,7.0,20.0,11.136,30.235,53.409,-14.667,5.686,-21.0,-10.0,-13.286,5.823,-22.0,-8.0,-11.357,5.372,-22.0,-2.0,-11.0,-20.0,2.0,-11.429,7.115,-20.0,2.0,-10.357,5.344,-20.0,1.69,5.2,-10.0,10.1,10.2,-2.0,12.0,14.572,-8.0,6.0,10.0,5.508,1.0,14.0,6.0,3.055,-2.0,8.718,-3.0,-14.0,11.136,4.0,0.801,1.283,1.2812714660641906
21.0,15.0,283.0,2.7,1382.0,-9.0,-261.0,81.0,-186.0,-1.0,1.294,-0.019,387.0,325.0,19717.0,4.0,1.171,0.921,35.2,60.0,62.0,76.0,45.0,25.0,14.0,8.0,12.0,16.0,11.0,184.0,109.0,-13.0,-10.0,-21.0,-22.0,-8.0,-20.0,-15.0,2.0,-16.0,-8.0,2.946,9.74,21.973,67.667,11.59,60.0,81.0,9.914,55.0,16.114,26.0,12.333,3.786,8.0,15.0,14.143,3.625,8.0,20.0,12.429,3.631,7.0,20.0,14.503,28.715,54.927,-15.667,7.371,-24.0,-10.0,-13.571,6.347,-24.0,-8.0,-12.5,6.236,-24.0,-2.0,-12.0,-20.0,-1.0,-9.286,7.74,-20.0,2.0,-9.857,5.882,-20.0,1.19,-5.0,-10.2,10.1,0.1,21.0,23.0,17.786,9.5,1.0,-5.0,5.0,3.5,15.0,1.0,3.786,21.0,11.59,-11.0,-8.0,11.136,-7.0,0.779,1.275,1.2916090763683532
22.0,5.0,288.0,2.83,1517.0,-8.0,-290.0,65.0,-205.0,-19.0,1.137,0.163,391.0,327.0,19712.0,4.0,1.19,0.995,37.7,81.0,60.0,62.0,57.0,26.0,15.0,14.0,8.0,15.0,12.0,199.0,121.0,-24.0,-13.0,-10.0,-8.0,-7.0,-1.0,-20.0,-15.0,-8.0,-11.0,5.05,10.108,22.009,68.667,10.97,60.0,81.0,9.34,55.0,14.658,33.0,11.333,5.508,5.0,15.0,12.714,4.957,5.0,20.0,11.929,4.141,5.0,20.0,10.408,25.344,55.501,-18.667,5.508,-24.0,-13.0,-15.143,6.094,-24.0,-9.0,-13.357,6.246,-24.0,-2.0,-13.333,-20.0,-1.0,-10.857,8.513,-20.0,2.0,-10.429,6.37,-20.0,1.638,10.1,15.1,7.703,2.55,-16.0,-37.0,18.682,2.5,-10.0,-11.0,8.185,-4.5,5.0,-10.0,5.508,-16.0,10.97,5.0,16.0,8.0,-3.0,0.784,1.3,1.2962441300462832
23.0,11.0,299.0,2.96,1656.0,-8.0,-317.0,79.0,-212.0,-7.0,1.337,-0.027,394.0,336.0,19701.0,4.0,1.22,1.041,42.8,65.0,81.0,60.0,55.0,33.0,5.0,15.0,14.0,20.0,7.0,219.0,128.0,-19.0,-24.0,-13.0,-9.0,-10.0,-19.0,-1.0,-20.0,-13.0,-8.0,7.78,10.83,22.101,75.0,8.718,65.0,81.0,9.155,60.0,14.658,35.0,10.333,5.033,5.0,15.0,11.429,3.78,5.0,15.0,12.214,3.906,5.0,20.0,8.185,23.874,55.356,-21.0,2.646,-24.0,-19.0,-16.714,5.648,-24.0,-10.0,-14.071,6.403,-24.0,-2.0,-9.0,-19.0,-1.0,-10.0,8.563,-20.0,2.0,-10.357,6.404,-20.0,1.414,5.2,-4.9,7.703,7.65,14.0,30.0,19.655,-1.0,6.0,16.0,8.185,-2.0,11.0,6.0,5.033,14.0,8.718,-1.0,-6.0,8.083,2.0,0.769,1.31,1.3132691900134934
27.0,21.0,366.0,3.4,2285.0,-15.0,-473.0,68.0,-315.0,-26.0,1.426,-0.011,404.0,331.0,19634.0,4.0,1.283,1.163,70.6,54.0,60.0,80.0,60.0,51.0,24.0,11.0,11.0,14.0,10.0,268.0,168.0,-33.0,-22.0,-21.0,-13.0,-2.0,-38.0,-30.0,-8.0,-20.0,-5.0,2.858,8.622,19.519,60.667,7.024,54.0,68.0,10.69,54.0,10.967,45.0,18.667,6.807,11.0,24.0,14.0,6.557,5.0,24.0,14.143,5.112,5.0,24.0,22.517,30.452,53.675,-31.333,8.622,-39.0,-22.0,-25.429,7.591,-39.0,-19.0,-19.357,9.052,-39.0,-8.0,-31.333,-38.0,-26.0,-18.429,13.649,-38.0,-1.0,-14.929,11.069,-38.0,1.722,0.1,5.1,5.1,-2.45,14.0,20.0,17.088,4.0,-3.0,-16.0,8.505,5.0,21.0,-3.0,6.807,14.0,7.024,-6.0,5.0,5.0,-8.5,0.716,1.415,1.395973167760609
31.0,10.0,461.0,4.0,3004.0,-18.0,-645.0,80.0,-378.0,-18.0,1.511,-0.034,408.0,344.0,19539.0,4.0,1.321,1.24,86.0,82.0,67.0,93.0,80.0,61.0,25.0,35.0,25.0,11.0,15.0,310.0,234.0,-40.0,-30.0,-19.0,-21.0,-10.0,-15.0,-29.0,-2.0,-8.0,-10.0,2.801,10.304,17.829,76.333,8.145,67.0,82.0,13.626,54.0,11.153,54.0,23.333,12.583,10.0,35.0,21.571,8.715,10.0,35.0,16.214,8.451,5.0,35.0,18.028,53.671,72.21,-38.333,7.638,-45.0,-30.0,-32.571,9.607,-45.0,-19.0,-25.429,10.435,-45.0,-10.0,-20.667,-29.0,-15.0,-22.571,11.886,-38.0,-2.0,-16.143,11.993,-38.0,1.664,0.1,5.0,2.887,-2.4,-2.0,-17.0,20.599,6.5,-15.0,-5.0,13.229,-12.5,10.0,-15.0,12.583,-2.0,8.145,-5.0,5.0,3.215,-7.5,0.682,1.477,1.4697936506200837
35.0,27.0,526.0,4.52,3821.0,-23.0,-919.0,59.0,-489.0,-42.0,1.6,-0.073,406.0,343.0,19474.0,4.0,1.424,1.275,96.4,94.0,65.0,72.0,93.0,81.0,17.0,5.0,16.0,25.0,15.0,391.0,283.0,-60.0,-60.0,-40.0,-19.0,-24.0,-7.0,-35.0,-27.0,-2.0,-1.0,5.25,4.987,11.983,72.667,18.717,59.0,94.0,11.964,59.0,12.313,54.0,16.333,11.015,5.0,27.0,19.286,10.372,5.0,35.0,17.357,9.035,5.0,35.0,22.189,32.664,81.595,-59.667,0.577,-60.0,-59.0,-47.714,12.038,-60.0,-30.0,-36.214,15.448,-60.0,-19.0,-28.0,-42.0,-7.0,-24.714,12.12,-42.0,-7.0,-21.643,12.701,-42.0,2.349,5.3,0.1,11.865,5.25,-35.0,-64.0,32.083,-3.0,10.0,-2.0,12.741,11.0,27.0,10.0,11.015,-35.0,18.717,1.0,1.0,11.846,0.5,0.661,1.542,1.5050713443854637
2.0,13.0,22.0,0.23,40.0,0.0,0.0,20.0,18.0,3.0,0.549,-0.107,0.0,0.0,19978.0,5.0,0.255,0.255,17.5,22.0,22.0,22.0,22.0,22.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,3.536,3.536,3.536,21.0,1.414,20.0,22.0,1.414,20.0,1.414,20.0,11.0,2.828,9.0,13.0,11.0,2.828,9.0,13.0,11.0,2.828,9.0,13.0,9.192,9.192,9.192,0.5,0.707,0.0,1.0,0.5,0.707,0.0,1.0,0.5,0.707,0.0,1.0,5.5,3.0,8.0,5.5,3.536,3.0,8.0,5.5,3.536,3.0,1.125,5.0,-5.0,3.536,2.5,-2.0,5.0,3.536,0.5,4.0,-8.0,5.657,0.0,13.0,-4.0,2.828,2.5,1.768,1.0,-5.0,3.536,-1.5,3.922,0.442,0.4559147691191119
6.0,14.0,67.0,0.75,170.0,1.0,-7.0,32.0,34.0,2.0,0.979,-0.193,0.0,0.0,19933.0,5.0,0.255,0.255,17.5,38.0,25.0,23.0,22.0,22.0,10.0,12.0,9.0,9.0,9.0,9.0,9.0,1.0,-5.0,-3.0,0.0,0.0,11.0,1.0,3.0,8.0,8.0,7.638,8.619,8.619,31.667,6.506,25.0,38.0,6.919,20.0,6.919,20.0,12.0,2.0,10.0,14.0,11.167,2.137,9.0,14.0,11.167,2.137,9.0,14.0,12.055,21.145,21.145,-0.667,3.786,-5.0,2.0,-0.667,2.733,-5.0,2.0,-0.667,2.733,-5.0,2.0,4.667,1.0,11.0,4.667,3.933,1.0,11.0,4.667,3.933,1.0,1.253,5.0,-5.0,3.775,7.5,-6.0,-19.0,9.539,3.5,4.0,6.0,3.215,1.0,14.0,4.0,2.0,-6.0,6.764,1.0,-5.0,4.041,3.5,1.427,0.786,0.8284621105093142
8.0,11.0,84.0,1.01,260.0,2.0,-2.0,47.0,53.0,10.0,1.068,-0.198,268.0,349.0,19916.0,5.0,0.255,0.255,17.5,43.0,32.0,38.0,22.0,22.0,6.0,14.0,10.0,9.0,9.0,9.0,9.0,2.0,2.0,1.0,0.0,0.0,10.0,2.0,11.0,8.0,8.0,5.05,11.321,12.062,40.667,7.767,32.0,47.0,10.438,20.0,10.361,20.0,10.333,4.041,6.0,14.0,10.714,2.69,6.0,14.0,10.5,2.563,6.0,14.0,8.622,22.736,26.234,3.0,1.732,2.0,5.0,0.429,3.359,-5.0,5.0,0.375,3.114,-5.0,5.0,7.333,2.0,10.0,5.714,4.386,1.0,11.0,6.0,4.14,1.0,1.068,5.0,-0.1,0.058,5.05,4.0,-7.0,8.544,7.5,5.0,13.0,7.234,-1.5,11.0,5.0,4.041,4.0,7.489,3.0,3.0,1.528,1.5,1.202,0.87,0.8186282120272144
10.0,15.0,109.0,1.27,372.0,0.0,-3.0,53.0,57.0,8.0,1.129,-0.174,281.0,344.0,19891.0,5.0,0.558,0.255,17.5,38.0,47.0,43.0,23.0,22.0,10.0,11.0,6.0,9.0,9.0,31.0,9.0,2.0,5.0,2.0,-3.0,0.0,-4.0,10.0,10.0,3.0,8.0,2.944,11.154,14.402,46.0,7.55,38.0,53.0,9.325,25.0,11.493,20.0,12.0,2.646,10.0,15.0,11.143,2.968,6.0,15.0,10.9,2.685,6.0,15.0,12.583,22.998,32.579,2.0,3.0,-1.0,5.0,0.857,3.132,-5.0,5.0,0.4,2.836,-5.0,5.0,4.667,-4.0,10.0,5.429,5.769,-4.0,11.0,5.2,4.917,-4.0,1.043,0.0,-5.1,2.916,2.55,15.0,24.0,12.014,3.0,5.0,6.0,3.464,2.0,15.0,5.0,2.646,15.0,7.55,-3.0,0.0,3.464,-3.0,1.067,0.955,1.00355442498357
11.0,13.0,122.0,1.4,435.0,0.0,-3.0,35.0,42.0,-14.0,1.149,-0.124,289.0,335.0,19878.0,5.0,0.64,0.255,17.5,53.0,38.0,47.0,25.0,22.0,15.0,10.0,11.0,12.0,9.0,43.0,9.0,-1.0,2.0,5.0,-5.0,0.0,8.0,-4.0,10.0,1.0,8.0,4.388,9.667,15.755,42.0,9.644,35.0,53.0,7.29,32.0,10.907,20.0,12.667,2.517,10.0,15.0,11.286,3.039,6.0,15.0,11.091,2.625,6.0,15.0,14.012,24.194,36.357,0.333,1.528,-1.0,2.0,1.571,1.902,-1.0,5.0,0.364,2.693,-5.0,5.0,-3.333,-14.0,8.0,3.286,9.358,-14.0,11.0,3.455,7.435,-14.0,1.797,7.6,7.6,3.873,3.8,-18.0,-33.0,17.059,-1.5,-2.0,-7.0,3.786,1.5,13.0,-2.0,2.517,-17.5,9.465,1.0,4.0,2.309,-1.0,1.047,1.025,1.007753430912452
14.0,16.0,162.0,1.79,668.0,0.0,-17.0,69.0,37.0,8.0,1.208,-0.105,313.0,355.0,19838.0,5.0,0.832,0.255,17.5,61.0,39.0,35.0,43.0,22.0,12.0,12.0,13.0,6.0,9.0,73.0,9.0,0.0,0.0,0.0,2.0,0.0,5.0,-16.0,-14.0,10.0,8.0,5.05,10.287,20.046,56.333,15.535,39.0,69.0,12.786,35.0,14.752,20.0,13.333,2.309,12.0,16.0,12.714,2.138,10.0,16.0,11.571,2.652,6.0,16.0,14.048,28.035,47.938,0.0,0.0,0.0,0.0,0.857,2.035,-1.0,5.0,0.286,2.367,-5.0,5.0,-1.0,-16.0,8.0,-0.429,10.952,-16.0,10.0,2.5,8.51,-16.0,1.132,5.1,0.1,0.058,5.05,8.0,-14.0,9.452,15.0,4.0,4.0,2.646,2.0,16.0,4.0,2.309,8.0,15.814,0.0,0.0,0.0,-0.0,0.909,1.103,1.1003238066242678
16.0,11.0,189.0,2.06,841.0,-1.0,-19.0,53.0,35.0,-15.0,1.229,-0.087,327.0,371.0,19811.0,5.0,0.937,0.442,22.5,77.0,69.0,61.0,38.0,20.0,16.0,16.0,12.0,10.0,13.0,94.0,22.0,-1.0,0.0,0.0,2.0,1.0,12.0,8.0,5.0,-4.0,3.0,5.1,11.574,20.884,66.333,12.22,53.0,77.0,15.163,35.0,15.88,23.0,14.333,2.887,11.0,16.0,13.571,2.07,11.0,16.0,11.929,2.786,6.0,16.0,13.577,29.359,50.763,-1.0,1.0,-2.0,0.0,-0.571,0.787,-2.0,0.0,0.0,2.449,-5.0,5.0,1.667,-15.0,12.0,-1.714,12.606,-16.0,12.0,1.5,9.975,-16.0,1.666,5.1,-0.0,0.0,5.1,-24.0,-32.0,18.475,-8.0,-5.0,-5.0,4.509,-2.5,11.0,-5.0,2.887,-24.0,12.22,-1.0,0.0,0.577,-1.0,0.909,1.142,1.1276970440602914
17.0,11.0,200.0,2.18,936.0,-1.0,-20.0,57.0,21.0,-14.0,1.239,-0.06,334.0,373.0,19800.0,5.0,0.955,0.558,22.5,53.0,77.0,69.0,53.0,23.0,11.0,16.0,16.0,15.0,9.0,109.0,31.0,-2.0,-1.0,0.0,-1.0,-3.0,-15.0,12.0,8.0,8.0,3.0,5.1,10.979,20.763,62.333,12.858,53.0,77.0,15.137,35.0,14.784,25.0,12.667,2.887,11.0,16.0,13.0,2.16,11.0,16.0,12.071,2.674,6.0,16.0,11.0,29.062,51.624,-2.0,1.0,-3.0,-1.0,-0.857,1.215,-3.0,0.0,0.0,2.449,-5.0,5.0,-5.667,-15.0,12.0,-4.857,12.522,-16.0,12.0,0.286,10.781,-16.0,1.639,5.1,0.0,0.0,5.1,4.0,28.0,17.436,-10.0,0.0,5.0,2.887,-2.5,11.0,0.0,2.887,4.0,12.858,-1.0,0.0,0.0,-1.0,0.876,1.179,1.1746454999113145
18.0,15.0,215.0,2.31,1036.0,-1.0,-22.0,80.0,27.0,6.0,1.249,-0.066,343.0,386.0,19785.0,5.0,1.025,0.64,25.1,57.0,53.0,77.0,35.0,25.0,11.0,11.0,16.0,13.0,12.0,122.0,43.0,-3.0,-2.0,-1.0,0.0,-5.0,-14.0,-15.0,12.0,-14.0,1.0,5.15,11.017,20.29,63.333,14.572,53.0,80.0,14.338,39.0,15.59,32.0,12.333,2.309,11.0,15.0,13.286,2.289,11.0,16.0,12.286,2.785,6.0,16.0,13.051,29.214,52.819,-2.667,0.577,-3.0,-2.0,-1.286,1.38,-3.0,0.0,0.143,2.179,-3.0,5.0,-7.667,-15.0,6.0,-2.0,12.369,-16.0,12.0,0.643,10.888,-16.0,1.232,5.2,0.1,0.058,5.15,23.0,19.0,23.643,13.5,4.0,4.0,4.509,2.0,15.0,4.0,2.309,23.0,14.572,0.0,1.0,0.577,-0.5,0.848,1.183,1.1809278978170217
19.0,16.0,231.0,2.44,1142.0,-1.0,-24.0,81.0,30.0,4.0,1.259,-0.067,378.0,396.0,19769.0,5.0,1.087,0.701,35.1,80.0,57.0,53.0,39.0,38.0,15.0,11.0,11.0,12.0,10.0,134.0,53.0,-3.0,-3.0,-2.0,0.0,1.0,6.0,-14.0,-15.0,-16.0,11.0,5.15,11.056,20.486,72.667,13.577,57.0,81.0,11.47,53.0,16.892,32.0,14.0,2.646,11.0,16.0,13.857,2.41,11.0,16.0,12.714,2.867,6.0,16.0,15.503,29.607,54.153,-2.667,0.577,-3.0,-2.0,-1.571,1.272,-3.0,0.0,-0.071,2.235,-3.0,5.0,-1.333,-14.0,6.0,0.857,10.808,-15.0,12.0,0.143,10.531,-16.0,1.28,5.1,-0.1,0.058,5.15,1.0,-22.0,11.93,12.0,1.0,-3.0,2.082,2.5,16.0,1.0,2.646,1.0,13.577,1.0,1.0,1.0,0.5,0.845,1.192,1.1902091222641151
20.0,7.0,238.0,2.57,1256.0,0.0,-24.0,100.0,71.0,20.0,1.272,-0.085,383.0,402.0,19762.0,5.0,1.1,0.786,40.1,81.0,80.0,57.0,61.0,32.0,16.0,15.0,11.0,12.0,14.0,146.0,67.0,-2.0,-3.0,-3.0,0.0,2.0,4.0,6.0,-14.0,5.0,2.0,7.79,12.338,21.374,87.0,11.269,80.0,100.0,15.942,53.0,19.461,35.0,12.667,4.933,7.0,16.0,13.143,3.532,7.0,16.0,12.214,3.215,6.0,16.0,11.79,27.853,54.937,-1.667,1.528,-3.0,0.0,-1.571,1.272,-3.0,0.0,-0.214,2.155,-3.0,5.0,10.0,4.0,20.0,3.0,13.026,-15.0,20.0,1.429,11.798,-16.0,1.139,10.2,5.1,2.916,7.65,19.0,18.0,11.719,10.0,-9.0,-10.0,6.807,-4.0,7.0,-9.0,4.933,19.0,11.269,2.0,1.0,1.0,1.5,0.839,1.187,1.191550275106572
26.0,16.0,293.0,3.35,2120.0,5.0,-55.0,88.0,94.0,-4.0,1.405,-0.118,402.0,445.0,19707.0,5.0,1.192,1.087,68.0,90.0,98.0,94.0,81.0,39.0,14.0,14.0,4.0,16.0,12.0,231.0,134.0,8.0,6.0,0.0,-2.0,0.0,0.0,10.0,8.0,4.0,-16.0,9.031,18.11,28.329,92.0,5.292,88.0,98.0,8.139,87.0,16.958,53.0,14.667,1.155,14.0,16.0,8.857,5.61,3.0,16.0,11.357,4.893,3.0,16.0,15.011,20.616,43.511,8.667,3.055,6.0,12.0,3.286,5.376,-2.0,12.0,0.857,4.521,-3.0,12.0,2.0,-4.0,10.0,9.286,10.626,-4.0,26.0,5.071,11.187,-15.0,1.845,10.3,2.6,2.55,9.0,-2.0,6.0,6.0,-5.0,2.0,2.0,5.292,1.0,16.0,2.0,1.155,-2.0,5.292,4.0,2.0,2.0,3.0,0.797,1.287,1.286700051753336
27.0,5.0,298.0,3.4,2285.0,-5.0,-77.0,94.0,94.0,0.0,1.426,-0.126,404.0,450.0,19702.0,5.0,1.187,1.1,73.0,88.0,90.0,98.0,100.0,61.0,16.0,14.0,14.0,7.0,12.0,238.0,146.0,12.0,8.0,6.0,0.0,0.0,-4.0,0.0,10.0,20.0,5.0,10.15,15.496,27.033,90.667,3.055,88.0,94.0,7.871,87.0,16.119,53.0,11.667,5.859,5.0,16.0,8.571,5.769,3.0,16.0,10.857,5.172,3.0,16.0,10.97,23.223,41.647,2.0,14.0,-14.0,12.0,1.286,8.499,-14.0,12.0,-0.143,6.024,-14.0,12.0,-1.333,-4.0,0.0,6.429,9.931,-4.0,26.0,4.714,11.269,-15.0,1.512,-20.3,-30.6,16.966,-5.0,6.0,8.0,7.024,2.0,-11.0,-13.0,7.0,-4.5,5.0,-11.0,5.859,6.0,3.055,-26.0,-30.0,16.773,-11.0,0.777,1.3,1.3119669521446942
