TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;ABW_ACT_lag_1;ABW_ACT_lag_2;ABW_ACT_lag_3;ABW_ACT_lag_7;ABW_ACT_lag_14;DELTA_FCR_lag_1;DELTA_FCR_lag_2;DELTA_FCR_lag_3;DELTA_FCR_lag_7;DELTA_FCR_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_mean_3;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_min_3;JML_DEPLESI_rolling_max_3;JML_DEPLESI_rolling_mean_7;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_min_7;JML_DEPLESI_rolling_max_7;JML_DEPLESI_rolling_mean_14;JML_DEPLESI_rolling_std_14;JML_DEPLESI_rolling_min_14;JML_DEPLESI_rolling_max_14;ABW_ACT_rolling_mean_3;ABW_ACT_rolling_std_3;ABW_ACT_rolling_min_3;ABW_ACT_rolling_max_3;ABW_ACT_rolling_mean_7;ABW_ACT_rolling_std_7;ABW_ACT_rolling_min_7;ABW_ACT_rolling_max_7;ABW_ACT_rolling_mean_14;ABW_ACT_rolling_std_14;ABW_ACT_rolling_min_14;ABW_ACT_rolling_max_14;DELTA_FCR_rolling_mean_3;DELTA_FCR_rolling_std_3;DELTA_FCR_rolling_min_3;DELTA_FCR_rolling_max_3;DELTA_FCR_rolling_mean_7;DELTA_FCR_rolling_std_7;DELTA_FCR_rolling_min_7;DELTA_FCR_rolling_max_7;DELTA_FCR_rolling_mean_14;DELTA_FCR_rolling_std_14;DELTA_FCR_rolling_min_14;DELTA_FCR_rolling_max_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_std_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;DELTA_DG_rolling_max_14;PAKAN_DG_RATIO;AGE_SQUARED;AGE_CUBED;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;JML_DEPLESI_trend_slope_3;ABW_ACT_momentum_1;ABW_ACT_acceleration;ABW_ACT_volatility_3;ABW_ACT_trend_slope_3;DELTA_FCR_momentum_1;DELTA_FCR_acceleration;DELTA_FCR_volatility_3;DELTA_FCR_trend_slope_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;DELTA_DG_momentum_1;DELTA_DG_acceleration;DELTA_DG_volatility_3;DELTA_DG_trend_slope_3;GROWTH_CONSISTENCY_INDEX;FEED_EFFICIENCY_lag_1;GROWTH_STAGE
30/07/23;19;8;0;143;0.81;2.44;37.0;106;1142;35;376;99.7;1068.3;-2.0;-6;-74;908;77;865.0;65;-43;-12;1.259;1.235;-0.024;378;366;17557;17700;3;1.211;1.22;1.215;1.138;0.944;85.4;91.1;91.0;68.2;34.0;76.0;72.0;54.0;45.0;24.0;4.0;8.0;5.0;3.0;8.0;135.0;131.0;123.0;100.0;59.0;800.0;724.0;652.0;414.0;144.0;-0.038;-0.019;-0.014;-0.031;0.03;-17.0;-5.0;1.0;0.0;0.0;2.0;1.0;-14.0;-9.0;-3.0;92.067;7.199;85.4;99.7;85.343;10.066;71.0;99.7;66.607;22.582;28.4;99.7;71.0;5.568;65.0;76.0;64.429;8.58;54.0;76.0;51.571;16.36;26.0;76.0;6.667;2.309;4.0;8.0;6.143;2.116;4.0;9.0;6.0;2.386;3.0;10.0;136.333;6.11;131.0;143.0;123.429;13.855;105.0;143.0;103.714;23.889;68.0;143.0;796.333;70.571;724.0;865.0;662.571;143.02;471.0;865.0;471.75;228.856;170.0;865.0;-0.027;0.01;-0.038;-0.019;-0.031;0.012;-0.047;-0.014;-0.017;0.039;-0.057;0.078;-9.333;6.658;-17.0;-5.0;-4.571;6.133;-17.0;1.0;-4.571;6.211;-17.0;2.0;-3.0;7.81;-12.0;2.0;-3.0;7.348;-14.0;5.0;-2.857;6.467;-14.0;8.0;1.534;361;6859;14.3;20.0;10.29;4.3;-11.0;-15.0;14.503;-3.5;4.0;8.0;4.359;-0.0;8.0;4.0;2.309;6.0;65.0;-11.0;5.568;70.5;0.014;0.033;0.017;-0.003;11.0;23.0;11.93;-0.5;-14.0;-15.0;14.503;-6.5;0.133;0.826;3.0
31/07/23;20;6;0;149;0.84;2.57;40.0;114;1256;40;416;114.0;1182.2;0.0;0;-74;967;80;938.0;73;-29;-7;1.272;1.26;-0.012;383;369;17551;17700;3;1.235;1.211;1.22;1.151;1.035;99.7;85.4;91.1;71.0;39.7;65.0;76.0;72.0;57.0;26.0;8.0;4.0;8.0;5.0;9.0;143.0;135.0;131.0;105.0;68.0;865.0;800.0;724.0;471.0;170.0;-0.024;-0.038;-0.019;-0.035;0.056;-6.0;-17.0;-5.0;-2.0;2.0;-12.0;2.0;1.0;1.0;-4.0;99.7;14.3;85.4;114.0;91.486;12.645;73.9;114.0;71.914;24.428;28.4;114.0;71.333;5.686;65.0;76.0;66.714;8.401;54.0;76.0;54.929;15.509;27.0;76.0;6.0;2.0;4.0;8.0;6.286;2.059;4.0;9.0;5.786;2.225;3.0;10.0;142.333;7.024;135.0;149.0;129.714;14.08;109.0;149.0;109.5;24.378;74.0;149.0;867.667;69.039;800.0;938.0;729.286;147.611;528.0;938.0;526.607;242.595;197.0;938.0;-0.025;0.013;-0.038;-0.012;-0.028;0.014;-0.047;-0.012;-0.022;0.033;-0.057;0.078;-7.667;8.622;-17.0;0.0;-4.286;6.317;-17.0;1.0;-4.714;6.069;-17.0;1.0;-5.667;7.095;-12.0;2.0;-4.143;7.244;-14.0;5.0;-3.071;6.557;-14.0;8.0;1.562;400;8000;14.3;0.0;11.547;14.3;8.0;19.0;10.017;-1.5;-2.0;-6.0;4.163;1.0;6.0;-2.0;2.0;7.0;73.0;8.0;5.686;69.0;0.012;-0.002;0.019;0.013;6.0;-5.0;12.097;8.5;5.0;19.0;10.017;-4.5;0.126;0.81;3.0
01/08/23;21;7;0;156;0.88;2.7;42.0;120;1382;42;458;119.7;1301.9;0.0;0;-80;1069;82;990.0;52;-79;-30;1.294;1.315;0.021;387;355;17544;17700;3;1.26;1.235;1.211;1.167;1.107;114.0;99.7;85.4;73.9;42.6;73.0;65.0;76.0;57.0;27.0;6.0;8.0;4.0;4.0;6.0;149.0;143.0;135.0;109.0;74.0;938.0;865.0;800.0;528.0;197.0;-0.012;-0.024;-0.038;-0.041;0.078;0.0;-6.0;-17.0;-4.0;0.0;-7.0;-12.0;2.0;-4.0;-6.0;111.133;10.304;99.7;119.7;98.029;13.823;85.3;119.7;77.421;25.954;28.4;119.7;63.333;10.599;52.0;73.0;66.0;9.504;52.0;76.0;56.714;13.333;34.0;76.0;7.0;1.0;6.0;8.0;6.714;1.799;4.0;9.0;5.857;2.248;3.0;10.0;149.333;6.506;143.0;156.0;136.429;13.758;118.0;156.0;115.357;25.034;78.0;156.0;931.0;62.793;865.0;990.0;795.286;145.887;598.0;990.0;583.25;252.108;230.5;990.0;-0.005;0.023;-0.024;0.021;-0.019;0.022;-0.047;0.021;-0.026;0.021;-0.057;0.021;-2.0;3.464;-6.0;0.0;-3.714;6.525;-17.0;1.0;-4.714;6.069;-17.0;1.0;-16.333;12.097;-30.0;-7.0;-7.857;12.158;-30.0;5.0;-4.786;9.744;-30.0;8.0;2.302;441;9261;5.7;-8.6;4.965;10.0;-21.0;-29.0;14.731;-6.5;1.0;3.0;3.0;-0.5;7.0;1.0;1.0;6.5;52.0;-21.0;10.599;62.5;0.033;0.021;0.012;0.022;0.0;-6.0;5.508;3.0;-23.0;-28.0;14.295;-9.0;0.144;0.794;3.0
02/08/23;22;6;0;162;0.92;2.83;44.0;126;1517;36;494;102.6;1404.6;-8.0;-23;-112;1153;84;1033.0;43;-120;-41;1.137;1.36;0.223;391;342;17538;17700;3;1.315;1.26;1.235;1.172;1.072;119.7;114.0;99.7;85.3;28.4;52.0;73.0;65.0;70.0;34.0;7.0;6.0;8.0;9.0;4.0;156.0;149.0;143.0;118.0;78.0;990.0;938.0;865.0;598.0;230.5;0.021;-0.012;-0.024;-0.047;0.004;0.0;0.0;-6.0;1.0;-17.0;-30.0;-7.0;-12.0;5.0;-4.0;112.1;8.707;102.6;119.7;100.5;12.666;85.4;119.7;82.721;22.523;45.4;119.7;56.0;15.395;43.0;73.0;62.143;12.589;43.0;76.0;57.357;12.333;38.0;76.0;6.333;0.577;6.0;7.0;6.286;1.496;4.0;8.0;6.0;2.184;3.0;10.0;155.667;6.506;149.0;162.0;142.714;13.985;123.0;162.0;121.357;25.455;84.0;162.0;987.0;47.571;938.0;1033.0;857.429;140.387;652.0;1033.0;640.571;256.92;274.0;1033.0;0.077;0.127;-0.012;0.223;0.02;0.091;-0.038;0.223;-0.01;0.07;-0.057;0.223;-7.667;13.279;-23.0;0.0;-7.143;9.335;-23.0;1.0;-5.143;7.124;-23.0;1.0;-26.0;17.349;-41.0;-7.0;-14.429;15.904;-41.0;2.0;-7.429;13.721;-41.0;8.0;2.386;484;10648;-17.1;-22.8;16.226;-5.7;-9.0;12.0;14.572;-15.0;-1.0;-2.0;1.528;0.0;6.0;-1.0;0.577;6.5;43.0;-9.0;15.395;47.5;0.202;0.169;0.104;0.117;-23.0;-23.0;15.308;-11.5;-11.0;12.0;14.048;-17.0;0.203;0.76;4.0
03/08/23;23;41;0;203;1.15;2.96;46.0;132;1656;36;530;102.9;1507.5;-10.0;-29;-149;1239;86;1088.0;55;-151;-31;1.337;1.385;0.048;394;338;17497;17700;3;1.36;1.315;1.26;1.215;1.066;102.6;119.7;114.0;91.0;45.4;43.0;52.0;73.0;54.0;44.0;6.0;7.0;6.0;5.0;6.0;162.0;156.0;149.0;123.0;84.0;1033.0;990.0;938.0;652.0;274.0;0.223;0.021;-0.012;-0.014;-0.033;-23.0;0.0;0.0;1.0;-8.0;-41.0;-30.0;-7.0;-14.0;3.0;108.4;9.787;102.6;119.7;102.2;11.957;85.4;119.7;86.829;20.329;48.3;119.7;50.0;6.245;43.0;55.0;62.286;12.486;43.0;76.0;58.143;11.753;38.0;76.0;18.0;19.925;6.0;41.0;11.429;13.113;4.0;41.0;8.5;9.606;3.0;41.0;173.667;25.58;156.0;203.0;154.143;24.169;131.0;203.0;129.857;31.233;87.0;203.0;1037.0;49.122;990.0;1088.0;919.714;130.421;724.0;1088.0;698.714;259.673;312.0;1088.0;0.097;0.11;0.021;0.223;0.028;0.091;-0.038;0.223;-0.005;0.071;-0.057;0.223;-17.333;15.308;-29.0;0.0;-11.429;11.588;-29.0;0.0;-6.643;9.564;-29.0;1.0;-34.0;6.083;-41.0;-30.0;-16.857;17.082;-41.0;2.0;-9.857;14.707;-41.0;8.0;1.871;529;12167;0.3;17.4;11.915;-8.4;12.0;21.0;16.703;1.5;35.0;36.0;20.232;17.0;41.0;35.0;19.925;23.5;55.0;12.0;6.245;49.0;-0.175;-0.377;0.189;0.014;-6.0;17.0;11.93;-14.5;10.0;21.0;16.703;-0.5;0.2;0.735;4.0
04/08/23;24;16;0;219;1.24;3.09;48.0;138;1803;39;569;111.5;1619.0;-9.0;-26;-184;1327;88;1160.0;72;-167;-16;1.36;1.396;0.036;397;342;17481;17700;3;1.385;1.36;1.315;1.22;1.09;102.9;102.6;119.7;91.1;48.3;55.0;43.0;52.0;72.0;38.0;41.0;6.0;7.0;8.0;3.0;203.0;162.0;156.0;131.0;87.0;1088.0;1033.0;990.0;724.0;312.0;0.048;0.223;0.021;-0.019;-0.039;-29.0;-23.0;0.0;-5.0;-8.0;-31.0;-41.0;-30.0;1.0;-7.0;105.667;5.054;102.6;111.5;105.114;11.267;85.4;119.7;91.343;17.999;62.5;119.7;56.667;14.572;43.0;72.0;62.286;12.486;43.0;76.0;60.571;10.74;43.0;76.0;21.0;18.028;6.0;41.0;12.571;13.113;4.0;41.0;9.429;9.661;3.0;41.0;194.667;29.4;162.0;219.0;166.714;31.805;135.0;219.0;139.286;36.739;97.0;219.0;1093.667;63.689;1033.0;1160.0;982.0;125.389;800.0;1160.0;759.286;261.425;369.0;1160.0;0.102;0.105;0.036;0.223;0.036;0.088;-0.038;0.223;0.001;0.071;-0.057;0.223;-26.0;3.0;-29.0;-23.0;-14.429;12.34;-29.0;0.0;-7.929;10.88;-29.0;1.0;-29.333;12.583;-41.0;-16.0;-19.286;15.228;-41.0;2.0;-10.5;14.769;-41.0;8.0;1.549;576;13824;8.6;8.3;13.116;4.45;17.0;5.0;13.796;14.5;-25.0;-60.0;30.199;5.0;16.0;-25.0;18.028;28.5;72.0;17.0;14.572;63.5;-0.012;0.163;0.189;-0.094;3.0;9.0;13.204;-1.5;15.0;5.0;13.796;12.5;0.2;0.722;4.0
05/08/23;25;21;0;240;1.36;3.22;50.0;144;1958;43;612;123.1;1742.1;-7.0;-21;-216;1418;90;1254.0;94;-164;4;1.382;1.389;0.007;400;356;17460;17700;3;1.396;1.385;1.36;1.211;1.092;111.5;102.9;102.6;85.4;62.5;72.0;55.0;43.0;76.0;57.0;16.0;41.0;6.0;4.0;10.0;219.0;203.0;162.0;135.0;97.0;1160.0;1088.0;1033.0;800.0;369.0;0.036;0.048;0.223;-0.038;-0.057;-26.0;-29.0;-23.0;-17.0;-1.0;-16.0;-31.0;-41.0;2.0;8.0;112.5;10.137;102.9;123.1;110.5;9.069;99.7;123.1;95.671;17.815;68.2;123.1;73.667;19.553;55.0;94.0;64.857;16.866;43.0;94.0;63.214;13.885;43.0;94.0;26.0;13.229;16.0;41.0;15.0;12.832;6.0;41.0;10.214;10.146;3.0;41.0;220.667;18.556;203.0;240.0;181.714;38.426;143.0;240.0;149.5;43.36;100.0;240.0;1167.333;83.243;1088.0;1254.0;1046.857;132.758;865.0;1254.0;822.5;266.737;414.0;1254.0;0.03;0.021;0.007;0.048;0.043;0.083;-0.024;0.223;0.005;0.069;-0.047;0.223;-25.333;4.041;-29.0;-21.0;-15.0;12.57;-29.0;0.0;-9.357;11.209;-29.0;1.0;-14.333;17.559;-31.0;4.0;-19.0;15.706;-41.0;4.0;-10.786;14.418;-41.0;5.0;1.31;625;15625;11.6;3.0;5.853;10.1;22.0;5.0;5.0;19.5;5.0;30.0;30.0;-10.0;21.0;5.0;13.229;18.5;94.0;22.0;19.553;83.0;-0.029;-0.017;0.09;-0.02;5.0;2.0;5.859;4.0;20.0;5.0;5.0;17.5;0.26;0.716;4.0
06/08/23;26;6;0;246;1.39;3.35;52.0;150;2120;49;661;140.4;1882.5;-3.0;-10;-237;1510;92;1357.0;103;-153;11;1.405;1.388;-0.017;402;371;17454;17700;3;1.389;1.396;1.385;1.235;1.138;123.1;111.5;102.9;99.7;68.2;94.0;72.0;55.0;65.0;45.0;21.0;16.0;41.0;8.0;3.0;240.0;219.0;203.0;143.0;100.0;1254.0;1160.0;1088.0;865.0;414.0;0.007;0.036;0.048;-0.024;-0.031;-21.0;-26.0;-29.0;-6.0;0.0;4.0;-16.0;-31.0;-12.0;-9.0;125.0;14.543;111.5;140.4;116.314;13.129;102.6;140.4;100.829;19.61;71.0;140.4;89.667;15.948;72.0;103.0;70.286;22.194;43.0;103.0;67.357;16.449;43.0;103.0;14.333;7.638;6.0;21.0;14.714;13.035;6.0;41.0;10.429;10.013;4.0;41.0;235.0;14.177;219.0;246.0;196.429;40.779;149.0;246.0;159.929;47.863;105.0;246.0;1257.0;98.534;1160.0;1357.0;1117.143;149.602;938.0;1357.0;889.857;274.596;471.0;1357.0;0.009;0.027;-0.017;0.036;0.044;0.083;-0.017;0.223;0.006;0.069;-0.047;0.223;-19.0;8.185;-26.0;-10.0;-15.571;12.177;-29.0;0.0;-10.071;10.88;-29.0;1.0;-0.333;14.012;-16.0;11.0;-15.714;19.388;-41.0;11.0;-9.357;15.554;-41.0;11.0;1.363;676;17576;17.3;5.7;4.419;14.45;9.0;-13.0;6.557;15.5;-15.0;-20.0;15.275;-5.0;6.0;-15.0;7.638;13.5;103.0;9.0;15.948;98.5;-0.024;0.005;0.009;-0.026;11.0;6.0;4.163;8.0;7.0;-13.0;6.557;13.5;0.316;0.72;4.0
07/08/23;27;4;0;250;1.41;3.4;54.0;156;2285;54;715;154.7;2037.2;0.0;-1;-248;1604;94;1435.0;78;-169;-16;1.426;1.42;-0.006;404;369;17450;17700;3;1.388;1.389;1.396;1.26;1.151;140.4;123.1;111.5;114.0;71.0;103.0;94.0;72.0;73.0;57.0;6.0;21.0;16.0;6.0;5.0;246.0;240.0;219.0;149.0;105.0;1357.0;1254.0;1160.0;938.0;471.0;-0.017;0.007;0.036;-0.012;-0.035;-10.0;-21.0;-26.0;0.0;-2.0;11.0;4.0;-16.0;-7.0;1.0;139.4;15.824;123.1;154.7;122.129;19.432;102.6;154.7;106.807;22.38;73.9;154.7;91.667;12.662;78.0;103.0;71.0;22.376;43.0;103.0;68.857;16.389;43.0;103.0;10.333;9.292;4.0;21.0;14.429;13.277;4.0;41.0;10.357;10.058;4.0;41.0;245.333;5.033;240.0;250.0;210.857;39.032;156.0;250.0;170.286;50.668;109.0;250.0;1348.667;90.787;1254.0;1435.0;1188.143;167.302;990.0;1435.0;958.714;282.243;528.0;1435.0;-0.005;0.012;-0.017;0.007;0.045;0.082;-0.017;0.223;0.008;0.068;-0.047;0.223;-10.667;10.017;-21.0;-1.0;-15.714;11.968;-29.0;0.0;-10.0;10.94;-29.0;1.0;-0.333;14.012;-16.0;11.0;-17.0;19.009;-41.0;11.0;-10.571;15.346;-41.0;11.0;1.983;729;19683;14.3;-3.0;2.851;15.8;-25.0;-34.0;24.269;-8.0;-2.0;13.0;10.149;-8.5;4.0;-2.0;9.292;5.0;78.0;-25.0;12.662;90.5;0.011;0.035;0.022;-0.007;9.0;-2.0;3.055;10.0;-27.0;-34.0;24.269;-10.0;0.315;0.72;4.0
08/08/23;28;5;0;255;1.44;3.61;57.0;162;2455;55;770;157.6;2194.9;-2.0;-4;-260;1698;95;1563.0;128;-135;33;1.446;1.404;-0.042;405;392;17445;17700;3;1.42;1.388;1.389;1.315;1.167;154.7;140.4;123.1;119.7;73.9;78.0;103.0;94.0;52.0;57.0;4.0;6.0;21.0;7.0;4.0;250.0;246.0;240.0;156.0;109.0;1435.0;1357.0;1254.0;990.0;528.0;-0.006;-0.017;0.007;0.021;-0.041;-1.0;-10.0;-21.0;0.0;-4.0;-16.0;11.0;4.0;-30.0;-4.0;150.9;9.208;140.4;157.6;127.543;23.497;102.6;157.6;112.786;24.032;85.3;157.6;103.0;25.0;78.0;128.0;81.857;29.06;43.0;128.0;73.929;22.342;43.0;128.0;5.0;1.0;4.0;6.0;14.143;13.484;4.0;41.0;10.429;10.013;4.0;41.0;250.333;4.509;246.0;255.0;225.0;33.367;162.0;255.0;180.714;52.089;118.0;255.0;1451.667;104.006;1357.0;1563.0;1270.0;192.48;1033.0;1563.0;1032.643;295.964;598.0;1563.0;-0.022;0.018;-0.042;-0.006;0.036;0.088;-0.042;0.223;0.008;0.068;-0.047;0.223;-5.0;4.583;-10.0;-1.0;-16.286;11.161;-29.0;-1.0;-10.0;10.94;-29.0;1.0;9.333;24.542;-16.0;33.0;-8.0;25.599;-41.0;33.0;-7.929;19.253;-41.0;33.0;1.231;784;21952;2.9;-11.4;7.597;8.6;50.0;75.0;37.554;12.5;1.0;3.0;8.505;-0.5;5.0;1.0;1.0;4.5;128.0;50.0;25.0;103.0;-0.036;-0.047;0.024;-0.012;-3.0;-12.0;7.572;3.0;49.0;76.0;38.07;11.0;0.355;0.704;4.0
09/08/23;29;3;0;258;1.46;3.74;59.0;168;2635;57;827;163.4;2358.3;-2.0;-5;-277;1794;96;1679.0;116;-115;20;1.47;1.404;-0.066;406;406;17442;17700;3;1.404;1.42;1.388;1.36;1.172;157.6;154.7;140.4;102.6;85.3;128.0;78.0;103.0;43.0;70.0;5.0;4.0;6.0;6.0;9.0;255.0;250.0;246.0;162.0;118.0;1563.0;1435.0;1357.0;1033.0;598.0;-0.042;-0.006;-0.017;0.223;-0.047;-4.0;-1.0;-10.0;-23.0;1.0;33.0;-16.0;11.0;-41.0;5.0;158.567;4.43;154.7;163.4;136.229;23.973;102.9;163.4;118.364;26.134;85.4;163.4;107.333;26.102;78.0;128.0;92.286;25.695;55.0;128.0;77.214;24.95;43.0;128.0;4.0;1.0;3.0;5.0;13.714;13.829;3.0;41.0;10.0;10.206;3.0;41.0;254.333;4.041;250.0;258.0;238.714;20.345;203.0;258.0;190.714;52.56;123.0;258.0;1559.0;122.049;1435.0;1679.0;1362.286;213.615;1088.0;1679.0;1109.857;314.291;652.0;1679.0;-0.038;0.03;-0.066;-0.006;-0.006;0.041;-0.066;0.048;0.007;0.069;-0.066;0.223;-3.333;2.082;-5.0;-1.0;-13.714;11.427;-29.0;-1.0;-10.429;10.588;-29.0;1.0;12.333;25.384;-16.0;33.0;0.714;22.714;-31.0;33.0;-6.857;20.411;-41.0;33.0;1.409;841;24389;5.8;2.9;5.925;4.35;-12.0;-62.0;40.079;19.0;-2.0;-3.0;1.732;-0.5;3.0;-2.0;1.0;4.0;116.0;-12.0;26.102;122.0;-0.024;0.012;0.024;-0.03;-1.0;2.0;6.429;-2.0;-13.0;-62.0;40.447;18.0;0.278;0.712;5.0
10/08/23;30;8;0;266;1.5;3.87;60.0;173;2818;60;887;172.1;2530.4;0.0;-1;-288;1891;97;1765.0;86;-126;-11;1.491;1.433;-0.058;407;404;17434;17700;3;1.404;1.404;1.42;1.385;1.215;163.4;157.6;154.7;102.9;91.0;116.0;128.0;78.0;55.0;54.0;3.0;5.0;4.0;41.0;5.0;258.0;255.0;250.0;203.0;123.0;1679.0;1563.0;1435.0;1088.0;652.0;-0.066;-0.042;-0.006;0.048;-0.014;-5.0;-4.0;-1.0;-29.0;1.0;20.0;33.0;-16.0;-31.0;-14.0;164.367;7.298;157.6;172.1;146.114;22.137;111.5;172.1;124.157;28.484;85.4;172.1;110.0;21.633;86.0;128.0;96.714;20.304;72.0;128.0;79.5;24.111;43.0;128.0;5.333;2.517;3.0;8.0;9.0;6.831;3.0;21.0;10.214;10.124;3.0;41.0;259.667;5.686;255.0;266.0;247.714;15.196;219.0;266.0;200.929;52.282;131.0;266.0;1669.0;101.371;1563.0;1765.0;1459.0;221.833;1160.0;1765.0;1189.357;329.944;724.0;1765.0;-0.055;0.012;-0.066;-0.042;-0.021;0.037;-0.066;0.036;0.004;0.071;-0.066;0.223;-3.333;2.082;-5.0;-1.0;-9.714;9.995;-26.0;-1.0;-10.571;10.435;-29.0;0.0;14.0;22.605;-11.0;33.0;3.571;19.016;-16.0;33.0;-6.643;20.346;-41.0;33.0;2.001;900;27000;8.7;2.9;2.9;7.25;-30.0;-18.0;41.968;-21.0;5.0;7.0;3.512;1.5;8.0;5.0;2.517;5.5;86.0;-30.0;21.633;101.0;0.008;0.032;0.023;-0.008;4.0;5.0;3.606;1.5;-31.0;-18.0;41.968;-22.0;0.21;0.712;5.0
