TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;ABW_ACT_lag_1;ABW_ACT_lag_2;ABW_ACT_lag_3;ABW_ACT_lag_7;ABW_ACT_lag_14;DELTA_FCR_lag_1;DELTA_FCR_lag_2;DELTA_FCR_lag_3;DELTA_FCR_lag_7;DELTA_FCR_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_mean_3;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_min_3;JML_DEPLESI_rolling_max_3;JML_DEPLESI_rolling_mean_7;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_min_7;JML_DEPLESI_rolling_max_7;JML_DEPLESI_rolling_mean_14;JML_DEPLESI_rolling_std_14;JML_DEPLESI_rolling_min_14;JML_DEPLESI_rolling_max_14;ABW_ACT_rolling_mean_3;ABW_ACT_rolling_std_3;ABW_ACT_rolling_min_3;ABW_ACT_rolling_max_3;ABW_ACT_rolling_mean_7;ABW_ACT_rolling_std_7;ABW_ACT_rolling_min_7;ABW_ACT_rolling_max_7;ABW_ACT_rolling_mean_14;ABW_ACT_rolling_std_14;ABW_ACT_rolling_min_14;ABW_ACT_rolling_max_14;DELTA_FCR_rolling_mean_3;DELTA_FCR_rolling_std_3;DELTA_FCR_rolling_min_3;DELTA_FCR_rolling_max_3;DELTA_FCR_rolling_mean_7;DELTA_FCR_rolling_std_7;DELTA_FCR_rolling_min_7;DELTA_FCR_rolling_max_7;DELTA_FCR_rolling_mean_14;DELTA_FCR_rolling_std_14;DELTA_FCR_rolling_min_14;DELTA_FCR_rolling_max_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_std_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;DELTA_DG_rolling_max_14;PAKAN_DG_RATIO;AGE_SQUARED;AGE_CUBED;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;JML_DEPLESI_trend_slope_3;ABW_ACT_momentum_1;ABW_ACT_acceleration;ABW_ACT_volatility_3;ABW_ACT_trend_slope_3;DELTA_FCR_momentum_1;DELTA_FCR_acceleration;DELTA_FCR_volatility_3;DELTA_FCR_trend_slope_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;DELTA_DG_momentum_1;DELTA_DG_acceleration;DELTA_DG_volatility_3;DELTA_DG_trend_slope_3;GROWTH_CONSISTENCY_INDEX;FEED_EFFICIENCY_lag_1;GROWTH_STAGE
18/07/23;7;6;0;74;0.42;0.68;15.0;43;210;15;77;42.6;218.1;0.0;0;8;205;33;197.0;27;-8;-6;1.029;1.107;0.078;270;253;17626;17700;3;1.035;0.944;0.85;0.362;0.362;39.7;34.0;28.3;25.4;25.4;26.0;24.0;22.0;22.0;22.0;9.0;8.0;7.0;16.0;16.0;68.0;59.0;51.0;16.0;16.0;170.0;144.0;120.0;69.0;69.0;0.056;0.03;0.024;0.041;0.041;2.0;0.0;-2.0;7.0;7.0;-4.0;-3.0;-3.0;8.0;8.0;38.767;4.375;34.0;42.6;31.157;7.73;22.6;42.6;31.157;7.73;22.6;42.6;25.667;1.528;24.0;27.0;21.571;4.894;14.0;27.0;21.571;4.894;14.0;27.0;7.667;1.528;6.0;9.0;10.571;4.353;6.0;17.0;10.571;4.353;6.0;17.0;67.0;7.55;59.0;74.0;49.286;20.246;16.0;74.0;49.286;20.246;16.0;74.0;170.333;26.502;144.0;197.0;125.929;46.889;69.0;197.0;125.929;46.889;69.0;197.0;0.055;0.024;0.03;0.078;0.043;0.019;0.024;0.078;0.043;0.019;0.024;0.078;0.667;1.155;0.0;2.0;1.0;2.944;-2.0;7.0;1.0;2.944;-2.0;7.0;-4.333;1.528;-6.0;-3.0;-2.286;4.68;-6.0;8.0;-2.286;4.68;-6.0;8.0;1.578;49;343;2.9;-2.8;1.617;4.3;1.0;-1.0;0.577;1.5;-3.0;-4.0;2.309;-1.0;6.0;-3.0;1.528;7.5;27.0;1.0;1.528;26.5;0.022;-0.004;0.011;0.024;-2.0;-4.0;2.309;0.0;-2.0;-1.0;1.0;-1.5;0.227;0.966;1.0
19/07/23;8;4;0;78;0.44;1.01;16.0;45;260;10;87;28.4;246.5;-6.0;-17;-13;244;37;230.5;34;-14;-4;1.068;1.072;0.004;268;268;17622;17700;3;1.107;1.035;0.944;0.362;0.362;42.6;39.7;34.0;25.4;25.4;27.0;26.0;24.0;22.0;22.0;6.0;9.0;8.0;16.0;16.0;74.0;68.0;59.0;16.0;16.0;197.0;170.0;144.0;69.0;69.0;0.078;0.056;0.03;0.041;0.041;0.0;2.0;0.0;7.0;7.0;-6.0;-4.0;-3.0;8.0;8.0;36.9;7.503;28.4;42.6;31.586;7.435;22.6;42.6;30.812;7.223;22.6;42.6;29.0;4.359;26.0;34.0;23.286;6.8;14.0;34.0;23.125;6.312;14.0;34.0;6.333;2.517;4.0;9.0;8.857;4.22;4.0;17.0;9.75;4.652;4.0;17.0;73.333;5.033;68.0;78.0;58.143;16.466;33.0;78.0;52.875;21.317;16.0;78.0;199.167;30.308;170.0;230.5;149.0;53.478;83.0;230.5;139.0;57.021;69.0;230.5;0.046;0.038;0.004;0.078;0.037;0.024;0.004;0.078;0.038;0.022;0.004;0.078;-5.0;10.44;-17.0;2.0;-2.429;6.554;-17.0;2.0;-1.25;6.923;-17.0;7.0;-4.667;1.155;-6.0;-4.0;-4.0;1.155;-6.0;-3.0;-2.5;4.375;-6.0;8.0;0.835;64;512;-14.2;-17.1;10.772;-5.65;7.0;6.0;3.215;4.0;-2.0;1.0;2.082;-2.5;4.0;-2.0;2.517;5.0;33.5;6.5;4.072;30.25;-0.074;-0.096;0.057;-0.026;-17.0;-15.0;10.017;-9.5;2.0;4.0;2.082;0.0;0.292;0.903;2.0
20/07/23;9;6;0;84;0.47;1.14;19.0;53;312;16;103;45.4;291.9;-3.0;-8;-20;285;41;274.0;44;-11;3;1.099;1.066;-0.033;274;284;17616;17700;3;1.072;1.107;1.035;0.578;0.362;28.4;42.6;39.7;22.6;25.4;34.0;27.0;26.0;14.0;22.0;4.0;6.0;9.0;17.0;16.0;78.0;74.0;68.0;33.0;16.0;230.5;197.0;170.0;83.0;69.0;0.004;0.078;0.056;0.029;0.041;-17.0;0.0;2.0;1.0;7.0;-4.0;-6.0;-4.0;-3.0;8.0;38.8;9.115;28.4;45.4;34.843;7.827;25.5;45.4;32.433;8.324;22.6;45.4;35.0;8.544;27.0;44.0;27.571;9.053;16.0;44.0;25.444;9.126;14.0;44.0;5.333;1.155;4.0;6.0;7.286;2.289;4.0;11.0;9.333;4.528;4.0;17.0;78.667;5.033;74.0;84.0;65.429;14.673;44.0;84.0;56.333;22.478;16.0;84.0;233.833;38.608;197.0;274.0;176.286;62.205;98.5;274.0;154.0;69.785;69.0;274.0;0.016;0.057;-0.033;0.078;0.028;0.036;-0.033;0.078;0.03;0.031;-0.033;0.078;-8.333;8.505;-17.0;0.0;-3.714;6.651;-17.0;2.0;-2.0;6.856;-17.0;7.0;-2.333;4.726;-6.0;3.0;-3.143;2.911;-6.0;3.0;-1.889;4.485;-6.0;8.0;1.032;81;729;17.0;31.2;15.624;1.4;10.0;3.0;4.583;8.5;2.0;4.0;2.646;-0.0;6.0;2.0;1.155;5.0;43.5;10.0;8.312;38.5;-0.037;0.037;0.048;-0.055;9.0;26.0;13.051;-4.0;7.0;5.0;4.509;4.5;0.328;0.933;2.0
21/07/23;10;3;0;87;0.49;1.27;20.0;56;372;17;120;48.3;340.2;-3.0;-8;-32;330;45;312.0;38;-18;-7;1.129;1.09;-0.039;281;285;17613;17700;3;1.066;1.072;1.107;0.751;0.362;45.4;28.4;42.6;25.5;25.4;44.0;34.0;27.0;16.0;22.0;6.0;4.0;6.0;11.0;16.0;84.0;78.0;74.0;44.0;16.0;274.0;230.5;197.0;98.5;69.0;-0.033;0.004;0.078;0.04;0.041;-8.0;-17.0;0.0;-1.0;7.0;3.0;-4.0;-6.0;-5.0;8.0;40.7;10.75;28.4;48.3;38.1;8.032;28.3;48.3;34.02;9.315;22.6;48.3;38.667;5.033;34.0;44.0;30.714;8.139;22.0;44.0;26.7;9.476;14.0;44.0;4.333;1.528;3.0;6.0;6.143;2.116;3.0;9.0;8.7;4.715;3.0;17.0;83.0;4.583;78.0;87.0;71.571;13.126;51.0;87.0;59.4;23.306;16.0;87.0;272.167;40.781;230.5;312.0;206.786;69.61;120.0;312.0;169.8;82.615;69.0;312.0;-0.023;0.023;-0.039;0.004;0.017;0.043;-0.039;0.078;0.023;0.037;-0.039;0.078;-11.0;5.196;-17.0;-8.0;-4.714;6.701;-17.0;2.0;-2.6;6.736;-17.0;7.0;-2.667;5.132;-7.0;3.0;-3.429;3.207;-7.0;3.0;-2.4;4.526;-7.0;8.0;1.271;100;1000;2.9;-14.1;15.624;9.95;-6.0;-16.0;8.505;2.0;-3.0;-5.0;2.646;-0.5;3.0;-3.0;1.528;4.5;38.0;-5.5;5.008;40.75;-0.006;0.031;0.034;-0.022;0.0;-9.0;13.204;4.5;-10.0;-17.0;8.737;-1.5;0.265;0.938;2.0
22/07/23;11;10;0;97;0.55;1.4;22.0;63;435;22;142;62.5;402.7;0.0;-1;-32;380;49;369.0;57;-11;8;1.149;1.092;-0.057;289;306;17603;17700;3;1.09;1.066;1.072;0.85;0.362;48.3;45.4;28.4;28.3;25.4;38.0;44.0;34.0;22.0;22.0;3.0;6.0;4.0;7.0;16.0;87.0;84.0;78.0;51.0;16.0;312.0;274.0;230.5;120.0;69.0;-0.039;-0.033;0.004;0.024;0.041;-8.0;-8.0;-17.0;-2.0;7.0;-7.0;3.0;-4.0;-3.0;8.0;52.067;9.151;45.4;62.5;42.986;10.949;28.4;62.5;36.609;12.322;22.6;62.5;46.333;9.713;38.0;57.0;35.714;11.814;24.0;57.0;29.455;12.817;14.0;57.0;6.333;3.512;3.0;10.0;6.571;2.573;3.0;10.0;8.818;4.49;3.0;17.0;89.333;6.807;84.0;97.0;78.143;12.615;59.0;97.0;62.818;24.847;16.0;97.0;318.333;47.816;274.0;369.0;242.357;80.62;144.0;369.0;187.909;98.742;69.0;369.0;-0.043;0.012;-0.057;-0.033;0.006;0.051;-0.057;0.078;0.016;0.042;-0.057;0.078;-5.667;4.041;-8.0;-1.0;-4.571;6.779;-17.0;2.0;-2.455;6.409;-17.0;7.0;1.333;7.638;-7.0;8.0;-1.857;5.398;-7.0;8.0;-1.455;5.317;-7.0;8.0;1.096;121;1331;14.2;11.3;7.465;8.55;19.0;25.0;12.662;6.5;7.0;10.0;5.0;2.0;10.0;7.0;3.512;6.5;57.0;19.0;9.777;47.5;-0.018;-0.012;0.016;-0.012;7.0;7.0;4.726;3.5;15.0;25.0;12.767;2.5;0.331;0.917;2.0
23/07/23;12;3;0;100;0.56;1.53;24.0;68;506;24;166;68.2;470.9;0.0;0;-35;434;54;414.0;45;-20;-9;1.169;1.138;-0.031;297;301;17600;17700;3;1.092;1.09;1.066;0.944;0.362;62.5;48.3;45.4;34.0;25.4;57.0;38.0;44.0;24.0;22.0;10.0;3.0;6.0;8.0;16.0;97.0;87.0;84.0;59.0;16.0;369.0;312.0;274.0;144.0;69.0;-0.057;-0.039;-0.033;0.03;0.041;-1.0;-8.0;-8.0;0.0;7.0;8.0;-7.0;3.0;-3.0;8.0;59.667;10.248;48.3;68.2;47.871;13.585;28.4;68.2;39.242;14.873;22.6;68.2;46.667;9.609;38.0;57.0;38.714;10.981;26.0;57.0;30.75;13.018;14.0;57.0;5.333;4.041;3.0;10.0;5.857;2.795;3.0;10.0;8.333;4.599;3.0;17.0;94.667;6.807;87.0;100.0;84.0;11.733;68.0;100.0;65.917;26.009;16.0;100.0;365.0;51.118;312.0;414.0;280.929;89.787;170.0;414.0;206.75;114.558;69.0;414.0;-0.042;0.013;-0.057;-0.031;-0.003;0.052;-0.057;0.078;0.012;0.043;-0.057;0.078;-3.0;4.359;-8.0;0.0;-4.571;6.779;-17.0;2.0;-2.25;6.151;-17.0;7.0;-2.667;9.292;-9.0;8.0;-2.714;6.047;-9.0;8.0;-2.083;5.518;-9.0;8.0;1.516;144;1728;5.7;-8.5;5.885;9.95;-12.0;-31.0;16.442;3.5;-7.0;-14.0;7.211;0.0;3.0;-7.0;4.041;6.5;45.0;-12.0;9.609;51.0;0.026;0.044;0.023;0.004;1.0;-6.0;3.786;4.0;-17.0;-32.0;16.823;-1.0;0.284;0.916;2.0
24/07/23;13;5;0;105;0.59;1.68;26.0;73;584;25;191;71.0;541.9;-1.0;-2;-42;492;56;471.0;57;-21;1;1.186;1.151;-0.035;305;313;17595;17700;3;1.138;1.092;1.09;1.035;0.362;68.2;62.5;48.3;39.7;25.4;45.0;57.0;38.0;26.0;22.0;3.0;10.0;3.0;9.0;16.0;100.0;97.0;87.0;68.0;16.0;414.0;369.0;312.0;170.0;69.0;-0.031;-0.057;-0.039;0.056;0.041;0.0;-1.0;-8.0;2.0;7.0;-9.0;8.0;-7.0;-4.0;8.0;67.233;4.332;62.5;71.0;52.343;15.467;28.4;71.0;41.685;16.743;22.6;71.0;53.0;6.928;45.0;57.0;43.143;11.246;27.0;57.0;32.769;14.435;14.0;57.0;6.0;3.606;3.0;10.0;5.286;2.43;3.0;10.0;8.077;4.499;3.0;17.0;100.667;4.041;97.0;105.0;89.286;11.658;74.0;105.0;68.923;27.158;16.0;105.0;418.0;51.118;369.0;471.0;323.929;99.372;197.0;471.0;227.077;131.914;69.0;471.0;-0.041;0.014;-0.057;-0.031;-0.016;0.045;-0.057;0.078;0.008;0.043;-0.057;0.078;-1.0;1.0;-2.0;0.0;-5.143;6.283;-17.0;0.0;-2.231;5.89;-17.0;7.0;0.0;8.544;-9.0;8.0;-2.0;6.164;-9.0;8.0;-1.846;5.352;-9.0;8.0;1.246;169;2197;2.8;-2.9;5.925;4.25;12.0;24.0;16.258;-0.0;2.0;9.0;7.095;-2.5;5.0;2.0;3.606;4.0;57.0;12.0;6.928;51.0;-0.004;-0.03;0.022;0.011;-2.0;-3.0;4.583;-0.5;10.0;27.0;17.214;-3.5;0.261;0.879;2.0
25/07/23;14;4;0;109;0.62;1.79;27.0;78;668;26;217;73.9;615.8;-1.0;-4;-52;553;61;528.0;57;-25;-4;1.208;1.167;-0.041;313;321;17591;17700;3;1.151;1.138;1.092;1.107;0.362;71.0;68.2;62.5;42.6;25.4;57.0;45.0;57.0;27.0;22.0;5.0;3.0;10.0;6.0;16.0;105.0;100.0;97.0;74.0;16.0;471.0;414.0;369.0;197.0;69.0;-0.035;-0.031;-0.057;0.078;0.041;-2.0;0.0;-1.0;0.0;7.0;1.0;-9.0;8.0;-6.0;8.0;71.033;2.85;68.2;73.9;56.814;16.66;28.4;73.9;43.986;18.246;22.6;73.9;53.0;6.928;45.0;57.0;47.429;9.676;34.0;57.0;34.5;15.306;14.0;57.0;4.0;1.0;3.0;5.0;5.0;2.449;3.0;10.0;7.786;4.458;3.0;17.0;104.667;4.509;100.0;109.0;94.286;11.514;78.0;109.0;71.786;28.206;16.0;109.0;471.0;57.0;414.0;528.0;371.214;107.341;230.5;528.0;248.571;150.103;69.0;528.0;-0.036;0.005;-0.041;-0.031;-0.033;0.018;-0.057;0.004;0.005;0.043;-0.057;0.078;-2.0;2.0;-4.0;0.0;-5.714;5.908;-17.0;0.0;-2.357;5.679;-17.0;7.0;-4.0;5.0;-9.0;1.0;-1.714;5.992;-9.0;8.0;-2.0;5.174;-9.0;8.0;1.296;196;2744;2.9;0.1;1.646;2.85;0.0;-12.0;12.0;6.0;-1.0;-3.0;4.583;0.5;4.0;-1.0;1.0;4.5;57.0;0.0;6.928;57.0;-0.006;-0.002;0.018;-0.005;-2.0;0.0;1.732;-2.0;-5.0;-15.0;13.528;2.5;0.204;0.869;2.0
26/07/23;15;9;0;118;0.67;1.92;30.0;84;752;30;247;85.3;701.1;0.0;1;-51;618;65;598.0;70;-20;5;1.219;1.172;-0.047;320;338;17582;17700;3;1.167;1.151;1.138;1.072;0.362;73.9;71.0;68.2;28.4;25.4;57.0;57.0;45.0;34.0;22.0;4.0;5.0;3.0;4.0;16.0;109.0;105.0;100.0;78.0;16.0;528.0;471.0;414.0;230.5;69.0;-0.041;-0.035;-0.031;0.004;0.041;-4.0;-2.0;0.0;-17.0;7.0;-4.0;1.0;-9.0;-4.0;8.0;76.733;7.559;71.0;85.3;64.943;14.182;45.4;85.3;48.264;20.443;22.6;85.3;61.333;7.506;57.0;70.0;52.571;10.845;38.0;70.0;37.929;17.508;14.0;70.0;6.0;2.646;4.0;9.0;5.714;2.812;3.0;10.0;7.286;3.811;3.0;17.0;110.667;6.658;105.0;118.0;100.0;12.0;84.0;118.0;79.071;25.755;33.0;118.0;532.333;63.611;471.0;598.0;423.714;116.526;274.0;598.0;286.357;167.048;83.0;598.0;-0.041;0.006;-0.047;-0.035;-0.04;0.009;-0.057;-0.031;-0.002;0.044;-0.057;0.078;-1.667;2.517;-4.0;1.0;-3.143;3.671;-8.0;1.0;-2.786;5.117;-17.0;2.0;0.667;4.509;-4.0;5.0;-0.429;6.373;-9.0;8.0;-2.214;4.775;-9.0;8.0;1.219;225;3375;11.4;8.5;4.937;7.15;13.0;13.0;7.234;6.5;5.0;6.0;3.0;2.0;9.0;5.0;2.646;6.5;70.0;13.0;7.506;63.5;-0.006;0.0;0.001;-0.006;5.0;7.0;4.041;1.5;9.0;14.0;8.386;2.0;0.206;0.857;3.0
27/07/23;16;5;0;123;0.69;2.06;32.0;90;841;32;279;91.0;792.1;0.0;1;-49;685;68;652.0;54;-33;-14;1.229;1.215;-0.014;327;333;17577;17700;3;1.172;1.167;1.151;1.066;0.578;85.3;73.9;71.0;45.4;22.6;70.0;57.0;57.0;44.0;14.0;9.0;4.0;5.0;6.0;17.0;118.0;109.0;105.0;84.0;33.0;598.0;528.0;471.0;274.0;83.0;-0.047;-0.041;-0.035;-0.033;0.029;1.0;-4.0;-2.0;-8.0;1.0;5.0;-4.0;1.0;3.0;-3.0;83.4;8.707;73.9;91.0;71.457;14.182;48.3;91.0;53.15;21.955;25.5;91.0;60.333;8.505;54.0;70.0;54.0;10.165;38.0;70.0;40.786;16.54;16.0;70.0;6.0;2.646;4.0;9.0;5.571;2.82;3.0;10.0;6.429;2.623;3.0;11.0;116.667;7.095;109.0;123.0;105.571;12.381;87.0;123.0;85.5;24.576;44.0;123.0;592.667;62.172;528.0;652.0;477.714;122.989;312.0;652.0;327.0;182.289;98.5;652.0;-0.034;0.018;-0.047;-0.014;-0.038;0.013;-0.057;-0.014;-0.005;0.043;-0.057;0.078;-0.667;2.887;-4.0;1.0;-1.857;3.237;-8.0;1.0;-2.786;5.117;-17.0;2.0;-4.333;9.504;-14.0;5.0;-2.857;7.904;-14.0;8.0;-3.0;5.724;-14.0;8.0;1.685;256;4096;5.7;-5.7;4.332;8.55;-16.0;-29.0;14.526;-1.5;-4.0;-9.0;4.583;0.5;5.0;-4.0;2.646;7.0;54.0;-16.0;8.505;62.0;0.033;0.039;0.023;0.013;0.0;-5.0;3.606;2.5;-19.0;-28.0;14.0;-5.0;0.188;0.853;3.0
28/07/23;17;8;0;131;0.74;2.18;34.0;96;936;32;311;91.1;883.2;-2.0;-5;-53;756;71;724.0;72;-32;1;1.239;1.22;-0.019;334;347;17569;17700;3;1.215;1.172;1.167;1.09;0.751;91.0;85.3;73.9;48.3;25.5;54.0;70.0;57.0;38.0;16.0;5.0;9.0;4.0;3.0;11.0;123.0;118.0;109.0;87.0;44.0;652.0;598.0;528.0;312.0;98.5;-0.014;-0.047;-0.041;-0.039;0.04;1.0;1.0;-4.0;-8.0;-1.0;-14.0;5.0;-4.0;-7.0;-5.0;89.133;3.32;85.3;91.1;77.571;11.509;62.5;91.1;57.836;22.591;28.3;91.1;65.333;9.866;54.0;72.0;58.857;9.335;45.0;72.0;44.786;16.853;22.0;72.0;7.333;2.082;5.0;9.0;6.286;2.69;3.0;10.0;6.214;2.326;3.0;10.0;124.0;6.557;118.0;131.0;111.857;12.549;97.0;131.0;91.714;24.272;51.0;131.0;658.0;63.214;598.0;724.0;536.571;128.908;369.0;724.0;371.679;197.957;120.0;724.0;-0.027;0.018;-0.047;-0.014;-0.035;0.015;-0.057;-0.014;-0.009;0.041;-0.057;0.078;-1.0;3.464;-5.0;1.0;-1.429;2.37;-5.0;1.0;-3.071;5.121;-17.0;2.0;-2.667;10.017;-14.0;5.0;-1.714;7.783;-14.0;8.0;-2.571;5.787;-14.0;8.0;1.265;289;4913;0.1;-5.6;5.65;2.9;18.0;34.0;18.358;1.0;3.0;7.0;4.726;-0.5;8.0;3.0;2.082;6.5;72.0;18.0;9.866;63.0;-0.005;-0.038;0.022;0.014;-6.0;-6.0;5.508;-3.0;15.0;34.0;18.148;-2.0;0.159;0.823;3.0
29/07/23;18;4;0;135;0.76;2.31;36.0;102;1036;30;341;85.4;968.6;-6.0;-17;-67;830;74;800.0;76;-30;2;1.249;1.211;-0.038;343;364;17565;17700;3;1.22;1.215;1.172;1.092;0.85;91.1;91.0;85.3;62.5;28.3;72.0;54.0;70.0;57.0;22.0;8.0;5.0;9.0;10.0;7.0;131.0;123.0;118.0;97.0;51.0;724.0;652.0;598.0;369.0;120.0;-0.019;-0.014;-0.047;-0.057;0.024;-5.0;1.0;1.0;-1.0;-2.0;1.0;-14.0;5.0;8.0;-3.0;89.167;3.262;85.4;91.1;80.843;9.608;68.2;91.1;61.914;21.995;28.4;91.1;67.333;11.719;54.0;76.0;61.571;11.267;45.0;76.0;48.643;17.407;24.0;76.0;5.667;2.082;4.0;8.0;5.429;2.225;3.0;9.0;6.0;2.386;3.0;10.0;129.667;6.11;123.0;135.0;117.286;13.25;100.0;135.0;97.714;23.812;59.0;135.0;725.333;74.009;652.0;800.0;598.143;138.131;414.0;800.0;420.25;214.211;144.0;800.0;-0.024;0.013;-0.038;-0.014;-0.032;0.012;-0.047;-0.014;-0.013;0.041;-0.057;0.078;-7.0;9.165;-17.0;1.0;-3.714;6.317;-17.0;1.0;-4.143;6.311;-17.0;2.0;-3.667;8.963;-14.0;2.0;-2.571;6.803;-14.0;5.0;-2.214;5.912;-14.0;8.0;1.124;324;5832;-5.7;-5.8;5.7;-2.8;4.0;-14.0;17.088;11.0;-4.0;-7.0;4.041;-0.5;4.0;-4.0;2.082;6.0;76.0;4.0;11.719;74.0;-0.019;-0.014;0.027;-0.012;-12.0;-6.0;6.0;-9.0;1.0;-14.0;17.088;8.0;0.183;0.82;3.0
